n,max,empty
4000,7,1427
4000,7,1493
4000,5,1460
4000,6,1472
4000,7,1472
4000,6,1461
4000,6,1442
4000,6,1457
4000,6,1458
4000,6,1465
4000,6,1455
4000,6,1480
4000,5,1467
4000,6,1444
4000,6,1481
4000,6,1475
4000,8,1454
4000,7,1467
4000,7,1450
4000,7,1480
4000,6,1492
4000,6,1419
4000,5,1434
4000,6,1492
4000,8,1506
4000,6,1491
4000,6,1451
4000,7,1449
4000,6,1462
4000,6,1470
4000,6,1458
4000,7,1470
4000,6,1501
4000,6,1494
4000,6,1467
4000,7,1486
4000,7,1488
4000,5,1483
4000,7,1480
4000,7,1497
4000,6,1436
4000,6,1443
4000,6,1507
4000,5,1438
4000,6,1440
4000,7,1443
4000,7,1452
4000,7,1470
4000,7,1460
4000,6,1460
4000,6,1480
4000,6,1471
4000,6,1426
4000,6,1474
4000,5,1517
4000,6,1450
4000,6,1472
4000,5,1487
4000,5,1449
4000,7,1482
4000,6,1523
4000,5,1434
4000,7,1490
4000,6,1460
4000,5,1483
4000,5,1481
4000,6,1474
4000,5,1463
4000,7,1490
4000,5,1508
4000,6,1468
4000,5,1503
4000,6,1445
4000,6,1529
4000,6,1483
4000,6,1472
4000,7,1513
4000,7,1478
4000,8,1506
4000,6,1455
4000,7,1466
4000,6,1489
4000,7,1482
4000,6,1462
4000,7,1489
4000,6,1474
4000,5,1484
4000,7,1417
4000,6,1494
4000,6,1457
4000,6,1460
4000,5,1443
4000,6,1491
4000,6,1487
4100,6,1513
4100,6,1504
4100,6,1527
4100,6,1498
4100,6,1509
4100,6,1480
4100,6,1493
4100,6,1524
4100,7,1516
4100,6,1509
4100,6,1530
4100,6,1474
4100,8,1549
4100,8,1511
4100,6,1479
4100,7,1530
4100,6,1495
4100,7,1531
4100,5,1487
4100,6,1502
4100,6,1520
4100,6,1504
4100,7,1495
4100,6,1521
4100,6,1496
4100,6,1523
4100,6,1521
4100,6,1516
4100,7,1506
4100,7,1482
4100,6,1507
4100,6,1467
4100,7,1498
4100,6,1515
4100,6,1513
4100,6,1510
4100,6,1506
4100,6,1460
4100,6,1500
4100,6,1499
4100,6,1503
4100,7,1537
4100,7,1475
4100,6,1537
4100,6,1499
4100,5,1555
4100,6,1515
4100,7,1509
4100,6,1541
4100,6,1481
4100,6,1532
4100,6,1524
4100,7,1508
4100,6,1493
4100,6,1521
4100,6,1506
4100,6,1477
4100,7,1527
4100,7,1480
4100,8,1486
4100,6,1526
4100,5,1478
4100,8,1525
4100,7,1525
4100,6,1500
4100,6,1489
4100,6,1503
4100,7,1509
4100,6,1516
4100,7,1508
4100,8,1514
4100,7,1516
4100,6,1492
4100,6,1533
4100,5,1466
4100,8,1489
4100,7,1505
4100,7,1507
4100,6,1490
4100,6,1477
4100,6,1486
4100,5,1443
4100,7,1507
4100,6,1499
4100,6,1487
4100,6,1539
4100,7,1501
4100,6,1544
4100,6,1514
4100,6,1512
4100,6,1517
4100,6,1479
4100,5,1489
4100,5,1487
4100,8,1515
4100,6,1499
4100,6,1534
4100,6,1516
4100,7,1492
4100,7,1501
4200,6,1572
4200,7,1544
4200,6,1536
4200,5,1478
4200,6,1574
4200,7,1573
4200,6,1563
4200,6,1539
4200,6,1518
4200,7,1545
4200,6,1543
4200,6,1533
4200,6,1540
4200,6,1538
4200,6,1549
4200,6,1544
4200,6,1535
4200,5,1566
4200,6,1508
4200,6,1558
4200,7,1539
4200,5,1525
4200,6,1591
4200,6,1521
4200,6,1551
4200,6,1540
4200,6,1573
4200,7,1572
4200,5,1574
4200,5,1540
4200,6,1548
4200,6,1552
4200,7,1550
4200,5,1542
4200,6,1534
4200,6,1568
4200,5,1527
4200,6,1538
4200,6,1576
4200,6,1556
4200,6,1540
4200,7,1561
4200,5,1534
4200,7,1535
4200,6,1517
4200,7,1560
4200,6,1522
4200,6,1529
4200,8,1539
4200,5,1563
4200,6,1545
4200,6,1508
4200,7,1556
4200,7,1526
4200,6,1558
4200,6,1524
4200,6,1514
4200,6,1545
4200,7,1509
4200,6,1537
4200,6,1503
4200,7,1536
4200,6,1541
4200,6,1572
4200,8,1562
4200,5,1556
4200,6,1511
4200,6,1535
4200,6,1534
4200,6,1529
4200,6,1563
4200,6,1555
4200,7,1558
4200,6,1566
4200,6,1564
4200,5,1550
4200,6,1557
4200,6,1561
4200,6,1563
4200,6,1562
4200,6,1536
4200,6,1547
4200,6,1536
4200,6,1557
4200,6,1542
4200,6,1561
4200,7,1534
4200,6,1568
4200,6,1542
4200,6,1546
4200,6,1576
4200,6,1561
4200,6,1536
4200,5,1528
4200,6,1529
4200,6,1549
4200,6,1607
4200,6,1562
4200,7,1557
4200,6,1537
4300,6,1550
4300,7,1580
4300,9,1600
4300,7,1588
4300,7,1593
4300,6,1577
4300,6,1563
4300,7,1591
4300,6,1577
4300,6,1581
4300,6,1585
4300,6,1584
4300,6,1563
4300,6,1587
4300,6,1550
4300,7,1608
4300,7,1583
4300,6,1564
4300,6,1570
4300,6,1616
4300,6,1608
4300,5,1588
4300,7,1577
4300,6,1618
4300,6,1564
4300,6,1584
4300,6,1592
4300,7,1579
4300,7,1629
4300,6,1578
4300,8,1605
4300,6,1553
4300,6,1583
4300,5,1579
4300,6,1556
4300,7,1612
4300,5,1585
4300,8,1563
4300,7,1581
4300,6,1540
4300,7,1584
4300,5,1597
4300,8,1562
4300,6,1611
4300,7,1587
4300,7,1568
4300,5,1594
4300,6,1585
4300,6,1553
4300,7,1590
4300,6,1587
4300,6,1592
4300,6,1568
4300,6,1606
4300,6,1584
4300,7,1574
4300,6,1566
4300,6,1580
4300,7,1584
4300,5,1560
4300,6,1585
4300,7,1602
4300,6,1581
4300,7,1593
4300,7,1538
4300,6,1554
4300,6,1610
4300,6,1609
4300,6,1606
4300,6,1579
4300,9,1602
4300,6,1576
4300,6,1615
4300,7,1554
4300,6,1634
4300,7,1567
4300,6,1613
4300,6,1522
4300,6,1584
4300,6,1579
4300,7,1552
4300,7,1586
4300,7,1567
4300,7,1597
4300,6,1595
4300,6,1565
4300,6,1578
4300,7,1574
4300,7,1601
4300,6,1585
4300,7,1585
4300,6,1562
4300,7,1576
4300,6,1589
4300,6,1572
4300,6,1584
4300,6,1597
4300,5,1583
4300,7,1590
4300,7,1528
4400,6,1616
4400,7,1660
4400,5,1589
4400,6,1638
4400,6,1635
4400,7,1627
4400,7,1634
4400,6,1591
4400,6,1627
4400,5,1651
4400,6,1587
4400,8,1625
4400,7,1612
4400,6,1591
4400,7,1613
4400,6,1600
4400,6,1605
4400,7,1610
4400,7,1625
4400,6,1650
4400,7,1574
4400,6,1608
4400,6,1606
4400,6,1648
4400,7,1612
4400,7,1636
4400,6,1587
4400,7,1640
4400,6,1620
4400,6,1619
4400,6,1592
4400,6,1618
4400,6,1607
4400,7,1623
4400,5,1618
4400,6,1649
4400,6,1626
4400,7,1632
4400,7,1623
4400,6,1630
4400,6,1610
4400,6,1613
4400,5,1599
4400,6,1629
4400,6,1624
4400,5,1621
4400,6,1637
4400,7,1605
4400,6,1622
4400,6,1615
4400,7,1652
4400,6,1624
4400,6,1664
4400,7,1653
4400,6,1598
4400,6,1643
4400,6,1582
4400,7,1614
4400,6,1609
4400,6,1613
4400,6,1637
4400,6,1607
4400,6,1632
4400,6,1593
4400,7,1608
4400,7,1647
4400,6,1614
4400,6,1607
4400,6,1617
4400,6,1619
4400,6,1633
4400,6,1624
4400,6,1615
4400,6,1616
4400,6,1587
4400,7,1608
4400,6,1589
4400,7,1595
4400,6,1636
4400,7,1607
4400,7,1623
4400,6,1611
4400,6,1599
4400,6,1611
4400,6,1635
4400,7,1619
4400,6,1600
4400,7,1643
4400,7,1619
4400,6,1620
4400,6,1598
4400,6,1603
4400,5,1554
4400,7,1621
4400,7,1630
4400,7,1599
4400,5,1640
4400,6,1619
4400,6,1661
4400,6,1660
4500,6,1626
4500,6,1626
4500,6,1672
4500,5,1656
4500,6,1663
4500,7,1657
4500,6,1669
4500,6,1694
4500,6,1628
4500,5,1669
4500,6,1645
4500,7,1660
4500,6,1646
4500,7,1634
4500,6,1652
4500,6,1623
4500,6,1651
4500,7,1655
4500,8,1667
4500,6,1684
4500,6,1635
4500,8,1672
4500,6,1677
4500,7,1673
4500,6,1678
4500,5,1616
4500,6,1622
4500,6,1638
4500,6,1677
4500,7,1697
4500,6,1647
4500,6,1647
4500,6,1672
4500,7,1685
4500,5,1687
4500,5,1671
4500,7,1653
4500,6,1678
4500,5,1711
4500,7,1658
4500,8,1642
4500,6,1667
4500,6,1685
4500,7,1668
4500,7,1676
4500,6,1640
4500,7,1629
4500,6,1680
4500,6,1679
4500,6,1663
4500,7,1645
4500,6,1613
4500,6,1665
4500,5,1604
4500,6,1619
4500,6,1673
4500,7,1676
4500,6,1646
4500,6,1663
4500,6,1664
4500,7,1642
4500,6,1634
4500,7,1677
4500,6,1664
4500,6,1651
4500,6,1657
4500,7,1673
4500,8,1674
4500,6,1647
4500,6,1661
4500,6,1625
4500,6,1664
4500,6,1647
4500,6,1672
4500,6,1635
4500,7,1639
4500,6,1658
4500,7,1630
4500,6,1653
4500,6,1625
4500,7,1665
4500,7,1643
4500,7,1669
4500,8,1626
4500,6,1690
4500,6,1643
4500,8,1644
4500,6,1676
4500,6,1663
4500,6,1661
4500,6,1647
4500,6,1677
4500,7,1645
4500,6,1657
4500,7,1672
4500,6,1620
4500,5,1665
4500,7,1660
4500,8,1668
4500,6,1644
4600,6,1697
4600,7,1694
4600,6,1722
4600,6,1724
4600,6,1694
4600,6,1653
4600,7,1678
4600,7,1709
4600,7,1691
4600,8,1692
4600,6,1688
4600,6,1706
4600,7,1701
4600,6,1681
4600,7,1732
4600,6,1701
4600,7,1655
4600,6,1688
4600,6,1722
4600,6,1694
4600,6,1692
4600,7,1691
4600,7,1661
4600,7,1696
4600,8,1699
4600,6,1687
4600,6,1687
4600,7,1712
4600,6,1706
4600,7,1725
4600,6,1692
4600,8,1694
4600,7,1684
4600,6,1723
4600,6,1675
4600,6,1720
4600,6,1680
4600,5,1676
4600,6,1684
4600,7,1709
4600,7,1694
4600,6,1714
4600,5,1654
4600,6,1630
4600,6,1706
4600,8,1734
4600,7,1703
4600,7,1714
4600,6,1709
4600,6,1727
4600,6,1694
4600,6,1671
4600,5,1646
4600,7,1683
4600,6,1701
4600,6,1685
4600,7,1683
4600,7,1687
4600,6,1671
4600,8,1734
4600,7,1678
4600,6,1720
4600,6,1709
4600,6,1693
4600,7,1736
4600,5,1735
4600,6,1683
4600,7,1660
4600,7,1694
4600,6,1703
4600,6,1678
4600,7,1684
4600,6,1685
4600,8,1710
4600,6,1674
4600,6,1662
4600,6,1677
4600,6,1701
4600,9,1684
4600,8,1691
4600,6,1686
4600,7,1686
4600,8,1694
4600,6,1686
4600,6,1699
4600,6,1698
4600,6,1675
4600,6,1715
4600,6,1667
4600,6,1703
4600,6,1688
4600,8,1719
4600,6,1725
4600,6,1695
4600,6,1648
4600,7,1670
4600,6,1685
4600,6,1705
4600,7,1687
4600,7,1705
4700,6,1711
4700,7,1675
4700,6,1748
4700,7,1718
4700,7,1714
4700,5,1712
4700,7,1707
4700,6,1724
4700,8,1766
4700,8,1773
4700,7,1711
4700,7,1733
4700,7,1720
4700,6,1714
4700,6,1698
4700,7,1750
4700,7,1728
4700,7,1748
4700,6,1729
4700,5,1709
4700,6,1745
4700,8,1707
4700,6,1696
4700,6,1721
4700,7,1737
4700,6,1724
4700,6,1691
4700,6,1735
4700,6,1715
4700,6,1717
4700,6,1757
4700,5,1750
4700,6,1757
4700,6,1697
4700,5,1765
4700,6,1709
4700,6,1745
4700,7,1757
4700,6,1739
4700,7,1726
4700,7,1747
4700,6,1735
4700,5,1698
4700,6,1733
4700,6,1747
4700,7,1767
4700,6,1712
4700,6,1738
4700,7,1714
4700,5,1730
4700,5,1753
4700,8,1750
4700,6,1757
4700,6,1700
4700,7,1691
4700,7,1751
4700,6,1708
4700,7,1756
4700,7,1722
4700,7,1739
4700,6,1746
4700,6,1699
4700,6,1701
4700,6,1719
4700,7,1740
4700,6,1753
4700,6,1727
4700,8,1736
4700,7,1719
4700,7,1734
4700,7,1720
4700,5,1752
4700,6,1731
4700,6,1714
4700,6,1764
4700,7,1729
4700,6,1727
4700,6,1742
4700,7,1711
4700,7,1713
4700,6,1726
4700,6,1702
4700,5,1757
4700,7,1712
4700,6,1725
4700,6,1721
4700,5,1720
4700,6,1740
4700,6,1719
4700,6,1724
4700,6,1734
4700,6,1729
4700,7,1734
4700,6,1713
4700,6,1696
4700,7,1744
4700,6,1729
4700,6,1746
4700,6,1682
4700,6,1769
4800,8,1741
4800,8,1728
4800,6,1767
4800,7,1773
4800,6,1791
4800,7,1774
4800,6,1771
4800,6,1747
4800,6,1786
4800,7,1759
4800,6,1739
4800,7,1745
4800,6,1748
4800,7,1755
4800,6,1798
4800,6,1815
4800,7,1787
4800,6,1772
4800,7,1759
4800,7,1803
4800,6,1728
4800,5,1774
4800,6,1764
4800,7,1775
4800,7,1770
4800,7,1768
4800,6,1777
4800,6,1775
4800,6,1740
4800,6,1768
4800,6,1762
4800,6,1806
4800,7,1792
4800,7,1762
4800,7,1770
4800,6,1740
4800,6,1783
4800,6,1736
4800,7,1765
4800,9,1763
4800,6,1759
4800,8,1771
4800,6,1774
4800,6,1766
4800,7,1775
4800,7,1767
4800,7,1782
4800,6,1789
4800,7,1768
4800,6,1805
4800,6,1735
4800,7,1768
4800,7,1717
4800,7,1780
4800,8,1801
4800,6,1766
4800,6,1780
4800,6,1757
4800,7,1794
4800,6,1765
4800,6,1753
4800,5,1774
4800,6,1797
4800,6,1791
4800,6,1782
4800,6,1784
4800,7,1760
4800,6,1782
4800,6,1761
4800,7,1782
4800,7,1770
4800,6,1777
4800,7,1739
4800,6,1749
4800,7,1786
4800,6,1757
4800,6,1764
4800,7,1767
4800,7,1765
4800,6,1760
4800,7,1769
4800,6,1770
4800,7,1776
4800,8,1755
4800,6,1778
4800,6,1792
4800,6,1781
4800,6,1772
4800,6,1784
4800,5,1745
4800,7,1755
4800,6,1750
4800,6,1733
4800,6,1797
4800,5,1796
4800,7,1806
4800,6,1767
4800,7,1759
4800,6,1801
4800,7,1770
4900,6,1782
4900,8,1776
4900,6,1827
4900,7,1780
4900,6,1780
4900,6,1812
4900,7,1781
4900,5,1783
4900,6,1798
4900,7,1807
4900,6,1820
4900,7,1795
4900,6,1834
4900,6,1814
4900,7,1776
4900,6,1749
4900,6,1797
4900,6,1802
4900,8,1789
4900,6,1807
4900,6,1802
4900,7,1831
4900,6,1796
4900,7,1786
4900,9,1806
4900,7,1799
4900,6,1842
4900,6,1777
4900,5,1788
4900,7,1786
4900,6,1808
4900,6,1782
4900,7,1798
4900,6,1820
4900,7,1789
4900,7,1809
4900,7,1778
4900,7,1773
4900,6,1794
4900,6,1785
4900,5,1781
4900,7,1765
4900,6,1794
4900,6,1825
4900,6,1780
4900,7,1758
4900,7,1762
4900,7,1790
4900,6,1841
4900,6,1780
4900,5,1812
4900,8,1806
4900,7,1803
4900,7,1840
4900,6,1767
4900,6,1789
4900,6,1778
4900,7,1806
4900,6,1794
4900,6,1799
4900,6,1770
4900,7,1834
4900,6,1798
4900,6,1799
4900,7,1804
4900,6,1780
4900,5,1777
4900,7,1787
4900,6,1810
4900,7,1789
4900,7,1816
4900,6,1805
4900,6,1812
4900,7,1800
4900,6,1832
4900,6,1819
4900,8,1818
4900,7,1817
4900,6,1795
4900,5,1796
4900,6,1761
4900,7,1757
4900,6,1778
4900,6,1757
4900,6,1837
4900,6,1794
4900,6,1777
4900,6,1836
4900,7,1800
4900,6,1797
4900,6,1805
4900,6,1767
4900,6,1783
4900,6,1796
4900,7,1833
4900,7,1827
4900,8,1812
4900,6,1754
4900,6,1776
4900,7,1729
5000,7,1838
5000,7,1859
5000,7,1832
5000,6,1823
5000,7,1836
5000,6,1848
5000,6,1839
5000,6,1841
5000,6,1828
5000,6,1836
5000,6,1868
5000,7,1860
5000,6,1864
5000,6,1820
5000,6,1831
5000,7,1841
5000,6,1830
5000,6,1856
5000,7,1848
5000,7,1844
5000,6,1886
5000,6,1820
5000,6,1846
5000,6,1823
5000,5,1847
5000,6,1848
5000,7,1847
5000,7,1831
5000,7,1821
5000,7,1827
5000,6,1855
5000,9,1838
5000,7,1870
5000,6,1850
5000,6,1825
5000,6,1870
5000,7,1852
5000,5,1850
5000,6,1875
5000,7,1825
5000,6,1815
5000,6,1897
5000,6,1812
5000,6,1844
5000,6,1862
5000,6,1856
5000,6,1809
5000,6,1836
5000,6,1843
5000,6,1859
5000,7,1855
5000,6,1840
5000,7,1860
5000,6,1860
5000,8,1796
5000,6,1823
5000,6,1839
5000,5,1840
5000,7,1824
5000,6,1844
5000,6,1824
5000,6,1840
5000,6,1803
5000,6,1824
5000,6,1843
5000,5,1863
5000,6,1845
5000,6,1835
5000,6,1788
5000,7,1888
5000,6,1826
5000,6,1837
5000,6,1846
5000,7,1781
5000,6,1809
5000,6,1817
5000,6,1863
5000,6,1846
5000,6,1860
5000,6,1838
5000,7,1823
5000,6,1846
5000,6,1836
5000,7,1852
5000,7,1847
5000,6,1837
5000,6,1786
5000,6,1869
5000,6,1870
5000,7,1870
5000,6,1799
5000,6,1847
5000,6,1853
5000,6,1861
5000,6,1878
5000,7,1831
5000,7,1783
5000,6,1828
5000,5,1813
5000,6,1840
5100,6,1892
5100,6,1901
5100,6,1870
5100,6,1882
5100,6,1876
5100,7,1890
5100,6,1887
5100,7,1880
5100,6,1918
5100,6,1849
5100,6,1883
5100,6,1871
5100,6,1880
5100,7,1864
5100,6,1883
5100,7,1866
5100,7,1846
5100,6,1850
5100,6,1870
5100,6,1895
5100,7,1901
5100,6,1877
5100,7,1871
5100,5,1849
5100,6,1891
5100,7,1876
5100,6,1880
5100,8,1833
5100,7,1893
5100,6,1851
5100,6,1913
5100,8,1844
5100,7,1857
5100,8,1879
5100,6,1876
5100,7,1908
5100,6,1871
5100,7,1904
5100,6,1881
5100,6,1880
5100,6,1883
5100,6,1891
5100,7,1910
5100,6,1883
5100,7,1871
5100,5,1861
5100,6,1884
5100,6,1846
5100,6,1850
5100,6,1875
5100,7,1871
5100,5,1900
5100,7,1872
5100,7,1855
5100,6,1836
5100,6,1830
5100,6,1863
5100,8,1856
5100,6,1889
5100,7,1840
5100,6,1837
5100,6,1882
5100,6,1879
5100,7,1850
5100,6,1938
5100,6,1911
5100,6,1889
5100,6,1895
5100,7,1850
5100,7,1877
5100,7,1882
5100,7,1881
5100,6,1886
5100,6,1871
5100,7,1913
5100,7,1836
5100,6,1873
5100,7,1877
5100,7,1911
5100,6,1844
5100,8,1880
5100,6,1850
5100,7,1842
5100,7,1844
5100,7,1897
5100,6,1887
5100,6,1844
5100,7,1861
5100,6,1893
5100,6,1917
5100,6,1861
5100,6,1891
5100,6,1877
5100,7,1917
5100,6,1922
5100,6,1871
5100,6,1865
5100,6,1918
5100,5,1884
5100,7,1873
5200,6,1888
5200,6,1941
5200,6,1910
5200,7,1928
5200,6,1930
5200,6,1920
5200,7,1939
5200,8,1930
5200,6,1897
5200,6,1904
5200,6,1920
5200,6,1886
5200,7,1949
5200,6,1922
5200,7,1920
5200,7,1892
5200,6,1919
5200,6,1927
5200,6,1933
5200,7,1947
5200,6,1922
5200,6,1889
5200,6,1907
5200,6,1920
5200,6,1912
5200,7,1924
5200,6,1950
5200,6,1936
5200,7,1913
5200,7,1916
5200,6,1898
5200,6,1931
5200,6,1900
5200,7,1872
5200,7,1891
5200,8,1929
5200,6,1916
5200,7,1889
5200,7,1885
5200,7,1913
5200,6,1915
5200,7,1919
5200,7,1916
5200,7,1922
5200,6,1904
5200,7,1904
5200,6,1918
5200,7,1903
5200,7,1955
5200,7,1886
5200,7,1926
5200,6,1894
5200,7,1916
5200,6,1909
5200,7,1910
5200,7,1884
5200,8,1925
5200,6,1908
5200,7,1922
5200,7,1884
5200,6,1886
5200,6,1928
5200,6,1890
5200,6,1884
5200,6,1931
5200,6,1888
5200,7,1890
5200,6,1926
5200,6,1935
5200,7,1912
5200,7,1954
5200,6,1897
5200,6,1927
5200,6,1938
5200,7,1919
5200,6,1915
5200,6,1917
5200,6,1929
5200,6,1913
5200,6,1905
5200,6,1892
5200,7,1897
5200,6,1926
5200,5,1896
5200,7,1921
5200,6,1917
5200,7,1892
5200,6,1917
5200,6,1950
5200,6,1924
5200,5,1907
5200,7,1930
5200,5,1885
5200,6,1910
5200,6,1888
5200,5,1928
5200,7,1937
5200,6,1909
5200,6,1916
5200,8,1893
5300,7,1949
5300,6,1925
5300,6,1928
5300,7,1920
5300,8,1920
5300,6,1969
5300,7,1965
5300,7,1918
5300,6,1907
5300,6,1924
5300,6,1981
5300,6,1959
5300,7,1962
5300,6,1957
5300,7,1966
5300,6,1972
5300,7,1966
5300,6,1905
5300,6,1946
5300,5,1955
5300,6,1953
5300,7,1943
5300,6,1949
5300,7,1981
5300,8,1930
5300,6,1953
5300,7,1975
5300,8,1950
5300,6,1924
5300,6,1964
5300,6,1954
5300,7,1915
5300,6,1957
5300,6,1933
5300,7,1948
5300,6,1970
5300,7,1956
5300,6,1933
5300,6,1972
5300,5,1978
5300,5,1920
5300,7,1933
5300,6,1899
5300,6,1938
5300,6,1975
5300,6,1969
5300,7,1925
5300,7,1999
5300,6,1945
5300,6,1958
5300,6,1948
5300,5,1962
5300,6,1915
5300,7,1938
5300,6,1956
5300,6,1942
5300,7,1938
5300,7,1885
5300,6,1954
5300,6,1962
5300,6,1908
5300,6,1961
5300,7,1958
5300,6,1964
5300,6,1963
5300,6,1978
5300,6,2007
5300,6,1944
5300,7,1908
5300,7,1984
5300,6,1970
5300,6,1955
5300,7,1978
5300,6,1955
5300,5,1923
5300,7,1907
5300,6,1952
5300,7,1928
5300,5,1957
5300,6,1915
5300,5,1946
5300,6,1931
5300,6,1950
5300,6,1938
5300,7,1970
5300,7,1943
5300,7,1966
5300,7,1970
5300,6,1938
5300,7,1988
5300,8,1983
5300,7,1984
5300,6,1945
5300,7,2004
5300,6,1931
5300,7,1956
5300,7,1964
5300,6,1909
5300,6,1952
5300,6,1970
5400,5,2007
5400,6,1977
5400,7,1970
5400,6,1998
5400,7,2004
5400,7,1964
5400,7,1995
5400,6,1952
5400,7,1991
5400,6,1962
5400,6,2026
5400,6,2027
5400,6,2036
5400,7,2014
5400,7,1974
5400,6,1993
5400,6,1980
5400,6,2015
5400,6,2026
5400,6,1953
5400,5,1986
5400,6,1996
5400,6,1986
5400,6,2012
5400,7,1984
5400,5,2007
5400,6,1994
5400,6,1998
5400,7,1983
5400,6,1985
5400,6,1978
5400,7,1999
5400,6,2001
5400,8,1955
5400,6,1975
5400,6,1971
5400,6,1990
5400,6,1998
5400,6,1955
5400,7,1986
5400,7,1965
5400,6,1957
5400,6,1945
5400,7,2016
5400,6,2002
5400,7,1967
5400,6,1972
5400,6,2000
5400,6,1998
5400,8,2012
5400,7,1966
5400,7,2000
5400,7,2009
5400,6,1974
5400,6,2023
5400,8,2006
5400,7,1972
5400,6,1978
5400,7,1998
5400,6,1984
5400,6,1999
5400,6,1997
5400,6,1989
5400,6,1994
5400,6,2025
5400,8,1992
5400,6,2013
5400,6,1982
5400,7,1995
5400,6,2006
5400,7,2015
5400,5,2008
5400,7,2028
5400,7,2015
5400,6,2006
5400,6,1928
5400,7,1972
5400,6,1957
5400,6,1965
5400,6,2011
5400,7,1963
5400,7,1964
5400,9,2019
5400,5,1981
5400,7,2008
5400,6,1944
5400,6,1942
5400,6,1980
5400,9,2010
5400,6,2031
5400,7,1999
5400,7,1973
5400,7,1948
5400,6,1999
5400,6,2013
5400,6,2001
5400,7,2000
5400,7,1956
5400,7,1999
5400,6,2004
5500,7,1970
5500,7,2016
5500,6,2050
5500,8,2048
5500,7,2062
5500,7,2014
5500,8,2001
5500,6,2042
5500,9,2021
5500,6,2035
5500,6,2042
5500,6,2014
5500,6,2039
5500,6,2020
5500,7,2036
5500,6,2047
5500,6,2008
5500,8,2060
5500,6,2029
5500,6,1997
5500,6,2023
5500,7,2020
5500,6,2033
5500,6,2016
5500,7,2032
5500,7,1987
5500,7,2046
5500,7,1968
5500,6,2047
5500,6,2071
5500,6,2059
5500,7,2017
5500,6,2022
5500,7,2004
5500,6,1985
5500,7,2006
5500,6,1977
5500,6,2021
5500,6,2003
5500,6,2040
5500,7,2049
5500,7,1992
5500,6,2057
5500,8,2003
5500,6,2063
5500,6,2027
5500,6,1996
5500,7,2040
5500,7,2010
5500,6,2032
5500,6,2040
5500,6,2043
5500,6,1982
5500,6,2044
5500,6,2050
5500,6,2007
5500,6,2010
5500,7,2050
5500,7,2045
5500,6,2024
5500,6,2029
5500,6,2009
5500,7,1999
5500,6,2014
5500,6,2023
5500,6,2030
5500,6,1986
5500,6,2041
5500,7,2069
5500,7,2052
5500,6,2050
5500,7,2005
5500,6,2019
5500,6,2043
5500,6,2011
5500,7,2010
5500,6,1993
5500,7,2034
5500,7,2019
5500,6,2022
5500,6,2022
5500,6,2040
5500,6,2008
5500,6,2000
5500,6,2019
5500,6,2055
5500,7,2018
5500,6,2032
5500,6,2071
5500,7,2037
5500,6,2029
5500,7,2026
5500,7,2042
5500,6,2023
5500,7,2043
5500,7,2034
5500,6,2023
5500,7,2027
5500,8,1988
5500,6,2031
5600,7,2019
5600,6,2040
5600,7,2052
5600,6,2093
5600,6,2048
5600,6,2045
5600,6,2024
5600,6,2039
5600,6,2009
5600,7,2046
5600,5,2010
5600,7,2100
5600,6,2057
5600,6,2089
5600,6,2051
5600,6,2071
5600,6,2047
5600,6,2063
5600,6,2096
5600,6,2040
5600,6,2090
5600,6,2077
5600,7,2076
5600,7,2065
5600,7,2066
5600,6,2052
5600,6,2059
5600,6,2086
5600,6,2054
5600,6,2028
5600,7,2079
5600,7,2080
5600,7,2081
5600,6,2068
5600,6,2086
5600,6,2028
5600,8,2031
5600,6,2052
5600,6,2032
5600,6,2075
5600,6,2018
5600,7,2077
5600,7,2096
5600,7,2041
5600,6,2086
5600,6,2079
5600,6,2086
5600,7,2078
5600,6,2069
5600,7,2054
5600,6,2024
5600,6,2072
5600,7,2049
5600,7,2084
5600,7,2068
5600,6,2083
5600,9,2064
5600,6,2101
5600,6,2055
5600,6,2056
5600,6,2096
5600,6,2073
5600,6,2038
5600,6,2083
5600,7,2045
5600,6,2042
5600,5,2079
5600,6,2067
5600,6,2070
5600,6,2038
5600,6,2032
5600,8,2045
5600,7,2118
5600,6,2060
5600,6,2086
5600,7,2089
5600,6,2073
5600,7,2054
5600,7,2095
5600,8,2055
5600,8,2024
5600,5,2050
5600,7,2087
5600,7,2057
5600,6,2039
5600,6,2082
5600,7,2043
5600,7,2039
5600,6,2095
5600,7,2081
5600,8,2055
5600,7,2047
5600,6,2019
5600,6,2096
5600,6,2055
5600,7,2088
5600,6,2070
5600,7,2054
5600,6,2083
5600,7,2059
5700,6,2104
5700,6,2152
5700,6,2106
5700,6,2118
5700,6,2107
5700,6,2133
5700,7,2081
5700,6,2112
5700,6,2034
5700,7,2140
5700,6,2121
5700,6,2137
5700,7,2028
5700,7,2112
5700,6,2058
5700,6,2100
5700,7,2099
5700,6,2106
5700,6,2091
5700,7,2095
5700,6,2078
5700,6,2104
5700,6,2117
5700,7,2126
5700,6,2110
5700,7,2074
5700,6,2068
5700,8,2090
5700,6,2067
5700,6,2128
5700,6,2062
5700,6,2079
5700,6,2057
5700,7,2076
5700,8,2112
5700,6,2105
5700,6,2091
5700,6,2058
5700,6,2092
5700,6,2057
5700,6,2155
5700,6,2078
5700,7,2086
5700,6,2114
5700,6,2108
5700,7,2055
5700,7,2126
5700,7,2070
5700,7,2126
5700,7,2117
5700,6,2099
5700,6,2087
5700,6,2137
5700,8,2099
5700,7,2115
