n,max,empty
2100,6,758
2100,6,757
2100,6,801
2100,6,790
2100,6,753
2100,5,749
2100,6,787
2100,5,770
2100,5,781
2100,7,786
2100,6,759
2100,5,766
2100,5,787
2100,5,787
2100,6,762
2100,6,757
2200,8,813
2200,7,839
2200,5,825
2200,6,807
2200,5,785
2200,5,813
2200,7,834
2200,6,801
2200,5,793
2200,5,799
2200,6,828
2200,6,808
2200,6,802
2200,9,816
2200,6,821
2200,6,816
2200,6,803
2200,6,839
2200,5,813
2200,6,826
2200,6,819
2200,7,807
2200,6,791
2200,6,807
2200,5,796
2200,6,808
2200,5,813
2200,8,814
2200,7,803
2200,6,781
2200,6,836
2200,6,831
2200,5,800
2200,5,816
2200,7,809
2200,6,803
2200,6,833
2200,5,831
2200,5,799
2200,6,809
2200,5,801
2200,6,801
2200,7,825
2200,6,818
2200,6,804
2200,6,812
2200,7,834
2200,6,804
2200,6,813
2200,5,786
2200,6,796
2200,6,839
2200,5,807
2200,6,794
2200,6,808
2200,6,794
2200,6,813
2200,6,831
2200,6,806
2200,5,810
2200,5,799
2200,5,768
2200,5,795
2200,7,843
2200,7,818
2200,7,830
2200,5,806
2200,5,840
2200,5,778
2200,6,792
2200,6,803
2200,7,779
2200,7,816
2200,6,832
2200,6,829
2200,8,834
2200,6,801
2200,6,801
2200,5,800
2200,8,809
2200,6,821
2200,7,814
2200,5,816
2200,5,830
2200,6,822
2200,7,788
2200,6,813
2200,6,817
2200,5,776
2200,7,827
2200,6,812
2200,6,798
2200,5,803
2200,6,798
2200,6,820
2200,5,789
2200,6,818
2200,5,827
2200,7,841
2200,5,822
2300,6,833
2300,6,835
2300,6,833
2300,5,827
2300,6,825
2300,7,842
2300,6,848
2300,5,825
2300,6,861
2300,5,842
2300,6,881
2300,5,827
2300,6,832
2300,6,846
2300,6,842
2300,6,845
2300,6,848
2300,5,860
2300,5,847
2300,6,832
2300,6,820
2300,6,826
2300,5,839
2300,6,857
2300,6,828
2300,8,891
2300,6,831
2300,5,850
2300,5,857
2300,6,856
2300,6,848
2300,6,826
2300,7,841
2300,5,858
2300,6,841
2300,5,854
2300,5,837
2300,6,855
2300,5,845
2300,6,855
2300,7,853
2300,5,838
2300,5,865
2300,5,826
2300,6,844
2300,5,877
2300,5,833
2300,6,831
2300,6,837
2300,7,837
2300,7,838
2300,5,854
2300,6,827
2300,5,824
2300,5,853
2300,5,847
2300,6,857
2300,5,854
2300,6,844
2300,6,830
2300,6,858
2300,6,848
2300,5,850
2300,6,866
2300,6,851
2300,7,884
2300,6,860
2300,6,845
2300,7,846
2300,6,829
2300,6,859
2300,6,843
2300,5,848
2300,5,835
2300,6,842
2300,6,819
2300,6,860
2300,7,866
2300,6,850
2300,6,826
2300,7,845
2300,8,843
2300,6,860
2300,6,835
2300,6,860
2300,6,840
2300,7,856
2300,6,817
2300,5,860
2300,6,847
2300,5,832
2300,7,853
2300,7,847
2300,5,842
2300,7,832
2300,7,858
2300,6,858
2300,7,853
2300,5,840
2300,6,854
2400,6,882
2400,6,883
2400,7,878
2400,8,894
2400,7,903
2400,6,866
2400,5,854
2400,6,883
2400,7,913
2400,7,866
2400,6,910
2400,6,863
2400,6,890
2400,6,875
2400,6,878
2400,6,886
2400,7,900
2400,7,888
2400,6,908
2400,5,928
2400,6,889
2400,6,859
2400,6,887
2400,6,896
2400,5,874
2400,6,875
2400,6,905
2400,5,880
2400,6,894
2400,7,888
2400,6,888
2400,6,903
2400,6,866
2400,6,924
2400,6,907
2400,6,900
2400,6,870
2400,6,891
2400,6,872
2400,6,889
2400,6,902
2400,5,858
2400,5,863
2400,6,860
2400,6,881
2400,6,886
2400,7,882
2400,6,893
2400,7,875
2400,6,882
2400,8,908
2400,6,870
2400,8,883
2400,6,872
2400,6,870
2400,5,884
2400,6,879
2400,5,867
2400,5,886
2400,5,903
2400,5,858
2400,6,890
2400,6,854
2400,6,899
2400,6,901
2400,6,872
2400,6,875
2400,7,877
2400,6,884
2400,6,864
2400,5,879
2400,7,871
2400,6,892
2400,7,892
2400,7,876
2400,7,852
2400,6,900
2400,6,884
2400,5,878
2400,5,866
2400,6,893
2400,6,873
2400,5,858
2400,7,904
2400,5,885
2400,5,854
2400,6,883
2400,7,871
2400,5,886
2400,6,901
2400,6,856
2400,6,875
2400,6,856
2400,6,910
2400,6,873
2400,6,884
2400,7,883
2400,7,903
2400,6,892
2400,6,858
2500,6,924
2500,6,926
2500,6,918
2500,6,886
2500,6,942
2500,6,929
2500,6,913
2500,6,933
2500,6,920
2500,7,896
2500,7,889
2500,6,922
2500,7,925
2500,6,888
2500,6,927
2500,6,925
2500,6,905
2500,5,907
2500,5,924
2500,6,911
2500,6,913
2500,6,909
2500,5,951
2500,7,897
2500,6,926
2500,6,914
2500,6,905
2500,5,934
2500,6,902
2500,5,927
2500,6,930
2500,7,902
2500,6,900
2500,5,915
2500,7,898
2500,6,925
2500,9,886
2500,6,910
2500,5,945
2500,6,922
2500,6,918
2500,7,925
2500,5,918
2500,7,911
2500,6,936
2500,5,955
2500,6,913
2500,6,904
2500,6,922
2500,6,933
2500,5,893
2500,5,921
2500,5,915
2500,6,935
2500,7,939
2500,5,918
2500,5,903
2500,5,924
2500,7,919
2500,6,898
2500,7,933
2500,6,914
2500,5,925
2500,6,926
2500,6,927
2500,5,916
2500,6,922
2500,5,913
2500,7,941
2500,5,922
2500,5,907
2500,5,909
2500,7,903
2500,6,916
2500,6,929
2500,6,906
2500,6,924
2500,6,918
2500,6,923
2500,6,904
2500,6,945
2500,7,966
2500,5,916
2500,6,916
2500,6,924
2500,7,915
2500,8,898
2500,7,917
2500,6,933
2500,6,941
2500,5,935
2500,5,924
2500,6,918
2500,5,899
2500,6,918
2500,5,938
2500,5,923
2500,6,946
2500,6,929
2500,5,922
2600,6,964
2600,6,924
2600,6,961
2600,6,964
2600,7,982
2600,6,958
2600,5,981
2600,7,976
2600,6,948
2600,6,931
2600,6,971
2600,6,965
2600,8,952
2600,7,941
2600,6,966
2600,7,946
2600,6,976
2600,7,962
2600,7,966
2600,6,973
2600,6,968
2600,6,949
2600,6,958
2600,6,940
2600,5,955
2600,6,958
2600,5,952
2600,6,958
2600,6,961
2600,6,978
2600,5,964
2600,6,956
2600,5,970
2600,7,957
2600,6,933
2600,5,956
2600,5,943
2600,6,981
2600,5,965
2600,5,950
2600,6,948
2600,6,940
2600,6,987
2600,8,968
2600,6,950
2600,7,969
2600,6,998
2600,6,963
2600,6,960
2600,6,945
2600,6,1001
2600,7,994
2600,6,949
2600,6,959
2600,6,932
2600,5,933
2600,6,956
2600,6,973
2600,6,950
2600,6,964
2600,6,950
2600,6,956
2600,7,932
2600,5,944
2600,5,956
2600,6,959
2600,7,947
2600,6,970
2600,6,956
2600,6,945
2600,7,944
2600,7,958
2600,6,949
2600,5,956
2600,5,962
2600,6,936
2600,6,966
2600,7,981
2600,6,949
2600,6,958
2600,5,973
2600,6,946
2600,6,948
2600,6,952
2600,5,1002
2600,6,953
2600,6,957
2600,5,956
2600,8,949
2600,8,954
2600,6,984
2600,6,950
2600,5,969
2600,6,982
2600,6,953
2600,5,965
2600,7,958
2600,8,988
2600,7,968
2600,6,952
2700,5,966
2700,6,999
2700,8,998
2700,6,1006
2700,6,1008
2700,5,1030
2700,7,1004
2700,6,993
2700,6,986
2700,6,997
2700,6,980
2700,5,1011
2700,8,1000
2700,6,988
2700,7,964
2700,6,969
2700,7,995
2700,8,1035
2700,5,1015
2700,6,997
2700,6,1012
2700,6,998
2700,5,1013
2700,7,981
2700,7,994
2700,6,1007
2700,7,996
2700,6,993
2700,6,1010
2700,6,1015
2700,6,987
2700,5,993
2700,6,993
2700,6,997
2700,6,1002
2700,6,984
2700,5,966
2700,6,984
2700,5,955
2700,6,978
2700,6,963
2700,6,968
2700,5,1009
2700,6,1001
2700,6,993
2700,7,1006
2700,5,981
2700,7,988
2700,6,980
2700,6,986
2700,6,972
2700,6,950
2700,6,1000
2700,6,1011
2700,6,983
2700,6,996
2700,5,988
2700,6,1019
2700,5,996
2700,6,1026
2700,5,978
2700,6,971
2700,8,1023
2700,6,1006
2700,6,993
2700,6,998
2700,6,1010
2700,7,996
2700,6,1007
2700,6,980
2700,6,998
2700,7,1000
2700,6,1002
2700,6,964
2700,6,1018
2700,6,1010
2700,5,960
2700,7,978
2700,5,1004
2700,6,997
2700,6,978
2700,6,977
2700,5,974
2700,5,990
2700,6,1010
2700,6,996
2700,6,1009
2700,5,980
2700,6,971
2700,6,988
2700,5,1013
2700,6,960
2700,6,983
2700,5,978
2700,6,998
2700,5,1002
2700,8,1000
2700,6,978
2700,6,968
2700,5,984
2800,5,1036
2800,7,1052
2800,6,1045
2800,7,1009
2800,6,1025
2800,5,1028
2800,7,1012
2800,6,1013
2800,8,1027
2800,6,1060
2800,6,1023
2800,7,1020
2800,6,1044
2800,5,1030
2800,5,1034
2800,7,1041
2800,5,1011
2800,7,1041
2800,6,1015
2800,5,1048
2800,6,1046
2800,7,1036
2800,6,1042
2800,5,1017
2800,7,1022
2800,6,1015
2800,7,1029
2800,6,1010
2800,6,1054
2800,6,1028
2800,6,992
2800,6,1037
2800,6,1035
2800,6,1042
2800,7,1044
2800,7,1053
2800,6,1048
2800,6,1030
2800,6,1031
2800,6,1053
2800,6,1040
2800,6,1045
2800,6,1031
2800,6,1011
2800,6,1018
2800,5,1016
2800,7,1038
2800,6,1081
2800,6,1040
2800,6,1046
2800,6,1025
2800,5,1015
2800,6,1023
2800,6,1024
2800,6,1058
2800,6,988
2800,6,1014
2800,6,1046
2800,8,1047
2800,6,1053
2800,6,1028
2800,5,995
2800,7,1033
2800,6,1049
2800,7,1057
2800,6,1006
2800,7,1031
2800,5,1028
2800,7,989
2800,6,1011
2800,6,1019
2800,7,1019
2800,6,1056
2800,6,1019
2800,6,1043
2800,6,1042
2800,7,1044
2800,5,1058
2800,6,1052
2800,6,1033
2800,6,1028
2800,5,1028
2800,5,1047
2800,6,1049
2800,6,1031
2800,6,1032
2800,6,1034
2800,6,1039
2800,6,1054
2800,7,1042
2800,6,1027
2800,7,1021
2800,6,1021
2800,6,1051
2800,6,1050
2800,6,1044
2800,6,1020
2800,6,1047
2800,6,1031
2800,6,1021
2900,5,1047
2900,6,1067
2900,6,1040
2900,6,1077
2900,6,1070
2900,6,1045
2900,6,1058
2900,6,1041
2900,7,1084
2900,7,1080
2900,6,1068
2900,6,1080
2900,6,1078
2900,6,1055
2900,5,1050
2900,5,1023
2900,6,1030
2900,6,1064
2900,6,1080
2900,7,1073
2900,6,1069
2900,6,1077
2900,8,1063
2900,6,1079
2900,5,1061
2900,7,1042
2900,5,1058
2900,7,1055
2900,6,1059
2900,6,1066
2900,6,1072
2900,6,1078
2900,5,1068
2900,5,1069
2900,7,1043
2900,7,1039
2900,6,1071
2900,6,1073
2900,7,1034
2900,6,1080
2900,6,1058
2900,5,1071
2900,7,1059
2900,6,1073
2900,5,1038
2900,6,1097
2900,5,1062
2900,6,1050
2900,6,1062
2900,7,1066
2900,8,1071
2900,6,1072
2900,5,1094
2900,6,1080
2900,6,1083
2900,6,1075
2900,6,1064
2900,5,1034
2900,6,1069
2900,6,1090
2900,6,1054
2900,7,1118
2900,6,1079
2900,5,1061
2900,6,1104
2900,6,1074
2900,6,1055
2900,7,1074
2900,6,1059
2900,6,1055
2900,6,1080
2900,6,1063
2900,5,1062
2900,6,1091
2900,5,1056
2900,6,1060
2900,7,1086
2900,6,1069
2900,6,1047
2900,6,1072
2900,6,1065
2900,6,1070
2900,6,1066
2900,6,1061
2900,6,1081
2900,6,1086
2900,6,1088
2900,6,1041
2900,6,1064
2900,6,1027
2900,5,1068
2900,6,1081
2900,6,1074
2900,6,1071
2900,5,1078
2900,6,1046
2900,6,1088
2900,6,1054
2900,7,1066
2900,6,1089
3000,6,1125
3000,5,1076
3000,6,1072
3000,8,1094
3000,7,1112
3000,6,1076
3000,5,1085
3000,7,1101
3000,6,1097
3000,8,1091
3000,6,1101
3000,8,1110
3000,6,1124
3000,7,1133
3000,6,1107
3000,6,1081
3000,6,1125
3000,7,1109
3000,7,1136
3000,5,1075
3000,7,1102
3000,6,1108
3000,7,1097
3000,6,1068
3000,5,1124
3000,5,1155
3000,5,1111
3000,8,1109
3000,6,1088
3000,6,1117
3000,7,1080
3000,6,1098
3000,6,1125
3000,5,1078
3000,6,1126
3000,7,1097
3000,5,1117
3000,6,1072
3000,6,1108
3000,7,1076
3000,6,1111
3000,6,1124
3000,6,1147
3000,6,1077
3000,7,1120
3000,6,1107
3000,6,1115
3000,7,1108
3000,6,1100
3000,5,1093
3000,5,1130
3000,6,1087
3000,6,1098
3000,5,1071
3000,6,1116
3000,5,1109
3000,6,1115
3000,6,1106
3000,5,1105
3000,6,1090
3000,5,1086
3000,6,1077
3000,7,1102
3000,6,1102
3000,6,1098
3000,5,1091
3000,6,1116
3000,6,1058
3000,6,1131
3000,5,1086
3000,6,1132
3000,6,1100
3000,6,1120
3000,7,1119
3000,5,1105
3000,5,1089
3000,6,1125
3000,7,1090
3000,6,1110
3000,6,1098
3000,6,1114
3000,6,1088
3000,5,1100
3000,6,1116
3000,6,1124
3000,7,1092
3000,6,1150
3000,6,1128
3000,6,1108
3000,6,1104
3000,6,1082
3000,6,1100
3000,6,1101
3000,7,1099
3000,6,1096
3000,7,1105
3000,6,1098
3000,5,1081
3000,5,1163
3000,6,1090
3100,7,1130
3100,6,1155
3100,6,1124
3100,6,1137
3100,6,1137
3100,7,1135
3100,6,1098
3100,6,1133
3100,6,1197
3100,6,1186
3100,6,1132
3100,6,1132
3100,6,1144
3100,6,1148
3100,8,1178
3100,6,1118
3100,7,1146
3100,6,1157
3100,6,1156
3100,6,1131
3100,7,1141
3100,6,1136
3100,6,1119
3100,6,1133
3100,5,1150
3100,6,1132
3100,6,1144
3100,6,1132
3100,6,1162
3100,6,1160
3100,6,1125
3100,6,1113
3100,5,1147
3100,6,1109
3100,6,1161
3100,7,1167
3100,7,1141
3100,7,1155
3100,6,1138
3100,5,1140
3100,6,1136
3100,5,1148
3100,6,1161
3100,7,1134
3100,6,1161
3100,5,1147
3100,6,1142
3100,6,1174
3100,6,1172
3100,6,1134
3100,6,1166
3100,6,1099
3100,6,1175
3100,6,1131
3100,5,1175
3100,6,1116
3100,6,1130
3100,6,1141
3100,6,1136
3100,7,1124
3100,5,1141
3100,6,1155
3100,6,1135
3100,7,1146
3100,6,1136
3100,7,1156
3100,6,1151
3100,5,1139
3100,6,1143
3100,7,1141
3100,7,1180
3100,6,1175
3100,5,1111
3100,6,1167
3100,6,1139
3100,6,1110
3100,6,1154
3100,6,1150
3100,6,1142
3100,6,1148
3100,7,1148
3100,5,1158
3100,6,1148
3100,6,1146
3100,6,1155
3100,6,1138
3100,6,1116
3100,7,1146
3100,7,1154
3100,6,1145
3100,8,1138
3100,6,1146
3100,5,1125
3100,6,1157
3100,6,1132
3100,6,1143
3100,6,1149
3100,7,1162
3100,6,1134
3100,6,1146
3200,6,1186
3200,7,1190
3200,7,1216
3200,7,1202
3200,6,1173
3200,5,1188
3200,6,1119
3200,6,1179
3200,8,1189
3200,5,1209
3200,6,1149
3200,6,1184
3200,6,1183
3200,6,1174
3200,5,1176
3200,6,1196
3200,6,1208
3200,7,1179
3200,6,1168
3200,7,1189
3200,7,1122
3200,6,1183
3200,6,1177
3200,5,1149
3200,6,1174
3200,6,1186
3200,7,1184
3200,6,1187
3200,6,1205
3200,5,1170
3200,6,1137
3200,6,1165
3200,5,1167
3200,6,1184
3200,6,1196
3200,5,1191
3200,6,1220
3200,7,1166
3200,5,1169
3200,7,1179
3200,6,1175
3200,7,1185
3200,6,1170
3200,6,1186
3200,5,1170
3200,7,1170
3200,6,1155
3200,5,1172
3200,5,1201
3200,6,1170
3200,6,1173
3200,6,1164
3200,7,1182
3200,6,1180
3200,5,1187
3200,6,1186
3200,6,1208
3200,6,1173
3200,6,1161
3200,7,1144
3200,6,1210
3200,6,1189
3200,6,1186
3200,7,1184
3200,5,1154
3200,6,1150
3200,7,1150
3200,6,1202
3200,7,1172
3200,6,1183
3200,6,1200
3200,6,1169
3200,5,1188
3200,8,1173
3200,6,1160
3200,6,1181
3200,6,1201
3200,6,1190
3200,6,1195
3200,7,1164
3200,6,1204
3200,6,1189
3200,6,1193
3200,6,1192
3200,6,1198
3200,5,1163
3200,6,1217
3200,5,1169
3200,6,1184
3200,6,1179
3200,6,1192
3200,7,1162
3200,6,1184
3200,7,1193
3200,6,1210
3200,6,1167
3200,5,1180
3200,7,1167
3200,6,1180
3200,6,1174
3300,6,1215
3300,6,1193
3300,7,1195
3300,7,1196
3300,8,1225
3300,6,1210
3300,6,1180
3300,6,1223
3300,6,1206
3300,5,1227
3300,6,1210
3300,6,1206
3300,6,1193
3300,6,1204
3300,6,1191
3300,6,1238
3300,5,1253
3300,6,1205
3300,6,1250
3300,6,1220
3300,6,1242
3300,5,1214
3300,6,1199
3300,6,1203
3300,6,1204
3300,6,1231
3300,6,1223
3300,6,1197
3300,7,1224
3300,6,1215
3300,5,1209
3300,6,1222
3300,6,1224
3300,7,1231
3300,6,1195
3300,7,1213
3300,6,1229
3300,5,1214
3300,6,1241
3300,6,1248
3300,6,1217
3300,6,1212
3300,6,1183
3300,8,1225
3300,6,1196
3300,6,1192
3300,7,1199
3300,6,1222
3300,6,1238
3300,6,1192
3300,6,1192
3300,6,1197
3300,6,1206
3300,7,1223
3300,6,1193
3300,6,1208
3300,7,1214
3300,6,1213
3300,5,1192
3300,5,1205
3300,6,1222
3300,5,1195
3300,7,1209
3300,5,1202
3300,6,1205
3300,7,1193
3300,7,1222
3300,7,1229
3300,7,1231
3300,6,1227
3300,6,1193
3300,6,1216
3300,6,1223
3300,7,1217
3300,6,1245
3300,6,1215
3300,6,1194
3300,6,1206
3300,6,1211
3300,6,1211
3300,6,1235
3300,6,1200
3300,6,1216
3300,6,1213
3300,7,1216
3300,6,1206
3300,7,1206
3300,6,1219
3300,5,1219
3300,6,1175
3300,6,1215
3300,6,1225
3300,6,1187
3300,6,1211
3300,6,1194
3300,6,1216
3300,6,1190
3300,6,1193
3300,6,1246
3300,6,1224
3400,5,1210
3400,6,1223
3400,5,1248
3400,5,1253
3400,7,1287
3400,6,1262
3400,5,1258
3400,7,1251
3400,6,1232
3400,6,1240
3400,6,1243
3400,7,1265
3400,8,1276
3400,6,1248
3400,7,1235
3400,7,1239
3400,7,1229
3400,6,1272
3400,6,1265
3400,6,1272
3400,5,1237
3400,5,1272
3400,6,1245
3400,8,1238
3400,6,1235
3400,6,1249
3400,6,1262
3400,6,1197
3400,6,1256
3400,6,1258
3400,6,1265
3400,6,1238
3400,8,1264
3400,6,1257
3400,7,1271
3400,5,1257
3400,7,1270
3400,6,1262
3400,6,1259
3400,7,1239
3400,6,1238
3400,7,1227
3400,5,1236
3400,6,1260
3400,6,1236
3400,6,1251
3400,5,1253
3400,6,1214
3400,7,1242
3400,6,1223
3400,6,1235
3400,5,1253
3400,8,1238
3400,6,1226
3400,9,1266
3400,6,1269
3400,6,1252
3400,6,1260
3400,6,1250
3400,6,1299
3400,6,1253
3400,7,1254
3400,6,1277
3400,6,1269
3400,6,1284
3400,7,1223
3400,6,1224
3400,7,1209
3400,5,1289
3400,6,1258
3400,6,1268
3400,6,1279
3400,6,1269
3400,6,1261
3400,6,1218
3400,6,1253
3400,7,1251
3400,6,1253
3400,6,1215
3400,7,1244
3400,7,1250
3400,6,1234
3400,6,1249
3400,6,1242
3400,6,1264
3400,7,1251
3400,6,1274
3400,8,1254
3400,5,1253
3400,8,1264
3400,6,1247
3400,6,1226
3400,6,1237
3400,5,1212
3400,6,1274
3400,6,1244
3400,6,1254
3400,7,1272
3400,7,1252
3400,6,1264
3500,6,1287
3500,6,1282
3500,6,1275
3500,6,1260
3500,6,1267
3500,5,1264
3500,6,1283
3500,6,1298
3500,6,1300
3500,6,1284
3500,6,1324
3500,6,1299
3500,7,1264
3500,6,1293
3500,7,1289
3500,5,1276
3500,6,1291
3500,6,1273
3500,6,1272
3500,6,1298
3500,6,1282
3500,6,1287
3500,7,1258
3500,5,1279
3500,6,1313
3500,8,1265
3500,6,1293
3500,6,1307
3500,6,1296
3500,8,1281
3500,7,1292
3500,5,1291
3500,7,1285
3500,6,1273
3500,6,1272
3500,6,1295
3500,6,1269
3500,6,1296
3500,7,1294
3500,6,1296
3500,6,1283
3500,6,1307
3500,6,1255
3500,7,1308
3500,6,1280
3500,6,1307
3500,6,1276
3500,6,1313
3500,5,1311
3500,6,1308
3500,6,1287
3500,5,1283
3500,7,1285
3500,6,1281
3500,7,1278
3500,7,1241
3500,6,1252
3500,5,1294
3500,6,1332
3500,6,1329
3500,6,1262
3500,5,1264
3500,5,1302
3500,6,1273
3500,7,1294
3500,6,1296
3500,7,1272
3500,6,1297
3500,6,1276
3500,6,1314
3500,6,1310
3500,8,1289
3500,6,1289
3500,5,1270
3500,6,1314
3500,7,1276
3500,6,1294
3500,6,1249
3500,6,1280
3500,7,1300
3500,6,1264
3500,6,1243
3500,6,1255
3500,6,1281
3500,6,1272
3500,6,1283
3500,5,1323
3500,6,1305
3500,6,1290
3500,5,1288
3500,7,1272
3500,6,1324
3500,7,1321
3500,6,1275
3500,9,1294
3500,6,1287
3500,6,1267
3500,7,1278
3500,6,1304
3500,6,1289
3600,6,1350
3600,6,1289
3600,7,1331
3600,6,1319
3600,5,1345
3600,6,1305
3600,5,1304
3600,6,1334
3600,6,1319
3600,6,1309
3600,6,1351
3600,7,1310
3600,6,1322
3600,5,1315
3600,6,1309
3600,9,1344
3600,6,1304
3600,6,1347
3600,6,1312
3600,6,1339
3600,5,1355
3600,6,1317
3600,6,1344
3600,6,1315
3600,6,1279
3600,6,1337
3600,6,1301
3600,6,1324
3600,6,1324
3600,6,1333
3600,6,1308
3600,6,1296
3600,5,1321
3600,6,1339
3600,8,1354
3600,7,1317
3600,6,1292
3600,7,1326
3600,6,1319
3600,6,1314
3600,6,1318
3600,6,1327
3600,7,1318
3600,7,1333
3600,6,1310
3600,6,1316
3600,6,1343
3600,8,1316
3600,7,1292
3600,6,1338
3600,7,1337
3600,8,1366
3600,5,1340
3600,6,1325
3600,6,1332
3600,6,1322
3600,6,1307
3600,7,1341
3600,7,1307
3600,6,1342
3600,6,1295
3600,6,1303
3600,6,1317
3600,7,1279
3600,6,1314
3600,7,1300
3600,6,1312
3600,7,1317
3600,7,1299
3600,6,1324
3600,8,1323
3600,6,1305
3600,6,1297
3600,5,1344
3600,6,1347
3600,7,1319
3600,7,1315
3600,6,1293
3600,7,1332
3600,8,1333
3600,6,1336
3600,5,1325
3600,6,1345
3600,6,1324
3600,7,1312
3600,7,1325
3600,6,1319
3600,6,1359
3600,7,1334
3600,6,1335
3600,6,1318
3600,5,1320
3600,6,1351
3600,7,1306
3600,6,1353
3600,7,1310
3600,7,1326
3600,6,1332
3600,7,1313
3600,6,1328
3700,6,1377
3700,6,1348
3700,6,1354
3700,7,1349
3700,6,1364
3700,6,1386
3700,6,1315
3700,6,1369
3700,6,1385
3700,5,1359
3700,7,1354
3700,6,1346
3700,6,1372
3700,6,1353
3700,6,1362
3700,6,1366
3700,8,1352
3700,6,1328
3700,6,1369
3700,6,1359
3700,5,1370
3700,6,1342
3700,7,1343
3700,6,1351
3700,6,1383
3700,5,1372
3700,6,1380
3700,6,1366
3700,6,1371
3700,6,1376
3700,6,1375
3700,6,1373
3700,6,1367
3700,7,1346
3700,5,1319
3700,6,1363
3700,7,1358
3700,5,1358
3700,6,1338
3700,6,1358
3700,7,1355
3700,6,1349
3700,7,1400
3700,6,1354
3700,6,1342
3700,7,1377
3700,6,1354
3700,7,1347
3700,8,1342
3700,6,1345
3700,7,1400
3700,6,1397
3700,6,1360
3700,6,1334
3700,6,1369
3700,6,1319
3700,6,1366
3700,7,1366
3700,6,1351
3700,6,1332
3700,6,1368
3700,7,1364
3700,6,1385
3700,7,1331
3700,7,1328
3700,6,1337
3700,6,1354
3700,5,1368
3700,6,1344
3700,6,1335
3700,6,1392
3700,6,1371
3700,6,1410
3700,5,1367
3700,7,1376
3700,6,1361
3700,6,1365
3700,6,1348
3700,7,1321
3700,6,1329
3700,5,1354
3700,6,1346
3700,8,1356
3700,5,1367
3700,6,1333
3700,6,1374
3700,6,1324
3700,6,1379
3700,6,1326
3700,6,1389
3700,6,1342
3700,6,1376
3700,6,1349
3700,6,1388
3700,6,1357
3700,6,1382
3700,7,1375
3700,6,1370
3700,7,1374
3700,6,1376
3800,6,1389
3800,6,1421
3800,7,1376
3800,6,1403
3800,5,1384
3800,6,1419
3800,6,1408
3800,8,1400
3800,8,1414
3800,6,1388
3800,6,1386
3800,6,1400
3800,6,1410
3800,6,1395
3800,6,1380
3800,6,1404
3800,6,1391
3800,7,1375
3800,6,1401
3800,6,1449
3800,5,1378
3800,6,1384
3800,7,1388
3800,7,1399
3800,8,1418
3800,6,1390
3800,6,1373
3800,5,1389
3800,6,1365
3800,7,1398
3800,5,1418
3800,6,1424
3800,7,1408
3800,6,1415
3800,6,1406
3800,6,1424
3800,6,1376
3800,7,1419
3800,5,1388
3800,5,1365
3800,7,1410
3800,6,1374
3800,7,1363
3800,7,1360
3800,5,1381
3800,6,1433
3800,6,1408
3800,6,1383
3800,7,1363
3800,6,1420
3800,6,1388
3800,6,1377
3800,7,1402
3800,7,1387
3800,5,1370
3800,6,1417
3800,6,1399
3800,6,1396
3800,5,1391
3800,6,1400
3800,6,1370
3800,7,1418
3800,7,1390
3800,7,1413
3800,6,1398
3800,6,1413
3800,5,1405
3800,6,1376
3800,6,1382
3800,6,1386
3800,7,1362
3800,7,1390
3800,6,1415
3800,6,1416
3800,7,1400
3800,6,1401
3800,6,1416
3800,6,1376
3800,9,1388
3800,7,1424
3800,6,1421
3800,5,1347
3800,6,1398
3800,7,1392
3800,6,1403
3800,6,1389
3800,6,1374
3800,6,1389
3800,6,1391
3800,8,1420
3800,7,1378
3800,5,1382
3800,6,1409
3800,6,1387
3800,5,1380
3800,6,1416
3800,6,1379
3800,6,1392
3800,7,1382
3800,6,1397
3900,6,1434
3900,6,1422
3900,6,1487
3900,5,1449
3900,5,1440
3900,7,1450
3900,6,1470
3900,6,1427
3900,7,1448
3900,6,1442
3900,6,1426
3900,6,1431
3900,8,1429
3900,5,1445
3900,6,1438
3900,6,1444
3900,5,1442
3900,6,1436
3900,7,1484
3900,7,1403
3900,6,1425
3900,6,1436
3900,6,1478
3900,6,1426
3900,6,1421
3900,5,1442
3900,7,1438
3900,6,1427
3900,7,1456
3900,6,1414
3900,6,1398
3900,6,1432
3900,6,1421
3900,6,1430
3900,6,1442
3900,6,1413
3900,6,1444
3900,6,1440
3900,5,1442
3900,6,1430
3900,6,1454
3900,6,1462
3900,8,1425
3900,6,1466
3900,5,1440
3900,6,1448
3900,6,1463
3900,6,1441
3900,7,1450
3900,6,1446
3900,6,1450
3900,6,1474
3900,6,1438
3900,6,1433
3900,6,1423
3900,6,1444
3900,6,1418
3900,6,1431
3900,6,1454
3900,6,1436
3900,5,1378
3900,5,1442
3900,6,1420
3900,7,1427
3900,6,1421
3900,7,1459
3900,8,1433
3900,7,1370
3900,6,1438
3900,5,1424
3900,6,1464
3900,6,1444
3900,7,1452
3900,6,1443
3900,6,1444
3900,6,1409
3900,6,1438
3900,6,1394
3900,6,1448
3900,8,1428
3900,6,1407
3900,9,1449
3900,6,1485
3900,6,1422
3900,6,1422
3900,7,1419
3900,7,1442
3900,6,1426
3900,6,1437
3900,6,1405
3900,6,1458
3900,6,1446
3900,6,1438
3900,5,1424
3900,6,1467
3900,6,1417
3900,5,1440
3900,5,1441
3900,6,1429
3900,6,1460
4000,6,1465
4000,7,1483
4000,6,1459
4000,6,1413
4000,6,1465
4000,6,1487
