0.04028328913580557,pippin
0.038791247378424085,beregond
0.035441393081629635,denethor
0.027812878572300994,shagrat
0.02697891526606282,gorbag
0.023819364639383066,city
0.02364094558294883,shelob
0.022217930129343533,lugb®rz
0.02057887318945753,citadel
0.020044608674500825,eye
0.019435602090257114,hour
0.01934965918299454,gondor
0.019043940546877153,peregrin
0.018380893643887165,lord
0.016959730154854157,son
0.01668772660848859,mithrandir
0.015824690791853755,shadowfax
0.015015966571871564,tunnel
0.013714732357759322,voices
0.013686310219216338,man
0.013666983106484709,sword
0.012819324402845035,tall
0.012458362286849156,gandalf
0.012419527728004453,gate
0.011903658940103416,save
0.011604772909206685,bear
0.011509037750178959,wall
0.011453655339162485,men
0.010959316323717824,tower
0.010660316325900015,boromir
0.010498881311658784,south
0.010070408204328187,wide
0.009898865630467038,leave
0.009702249011142725,face
0.0096912748179661,minas
0.009669985173840557,dead
0.009349622541845017,sam
0.00920760936694366,master
0.008890383704300571,put
0.008700023277325488,speak
0.008652032851400928,head
0.008631778658477416,place
0.008380654023963291,cold
0.008023009376255824,orcs
0.007912463539708833,shire
0.007844456357581976,small
0.007844456357581976,mind
0.0077359881390724455,walls
0.007551067488070877,fair
0.007451716541262669,company
0.0073214924327841754,world
0.007300194672498052,high
0.007158364357705816,rohan
0.006954935279278487,mountains
0.006468165748273179,coming
0.006458154494994317,ring
0.006380016884130688,silent
0.006180023804866507,stone
0.0061384059986860475,feet
0.005961373233010135,door
0.005961373233010135,mr
0.005828088691188114,north
0.005552414484103559,sun
0.005277017106470558,good
0.005253019966717179,white
0.005023533192647129,frodo
0.0045725766154930715,days
0.004380116747340447,deep
0.004366582332107204,words
0.004129839532182968,shadow
0.003708014164066859,voice
0.0036546412419273546,find
0.0036359642385831673,found
0.0035040933978723572,hope
0.0034207186763465366,cried
0.0032678282879652345,side
0.003222332199959717,black
0.0032150610732576777,end
0.0029585267497101637,set
0.0028839098919688122,thought
0.0027532263547886456,land
0.0027532263547886456,things
0.0027532263547886456,day
0.0027036001376622735,passed
0.0026736777680619575,fell
0.0026326328149324143,hand
0.0025251400666699364,night
0.0024529903019323905,stood
0.0024364337840350435,turned
0.0022556324160292384,lay
0.0019206845273460446,time
0.0018024000195593951,eyes
0.0017213367656358457,light
0.0013163164074662071,suddenly
0.0013033216953828603,heard
9.593903270322149E-4,looked
7.900861484814064E-4,dark
6.272514231983231E-4,great
3.597471554284254E-4,back
0.0,long
