N,removed,diff,iterations
600,2353,1208,439355
600,2371,1208,440403
600,2373,1208,440840
600,2340,1208,439267
600,2339,1208,438262
600,2376,1208,440672
600,2294,1208,435518
600,2319,1208,437305
600,2365,1208,439803
600,2297,1208,436574
600,2348,1208,439160
600,2334,1208,438063
600,2322,1208,437411
600,2326,1208,437867
600,2362,1208,439450
600,2300,1208,436461
600,2284,1208,434883
600,2348,1208,438726
600,2358,1208,439241
600,2337,1208,439222
600,2373,1208,441240
600,2357,1208,439419
600,2312,1208,437390
600,2421,1208,443520
600,2393,1208,441968
600,2375,1208,441046
600,2353,1208,439839
600,2359,1208,439348
600,2345,1208,438975
600,2358,1208,438985
600,2385,1208,440393
600,2386,1208,441751
600,2354,1208,439863
600,2319,1208,437551
600,2311,1208,437136
600,2367,1208,440176
600,2309,1208,435903
600,2315,1208,436826
600,2326,1208,437110
600,2355,1208,438539
600,2375,1208,441237
600,2381,1208,440845
600,2332,1208,437836
600,2301,1208,436197
600,2354,1208,438926
600,2287,1208,435282
600,2367,1208,440691
600,2382,1208,441119
600,2329,1208,438595
600,2360,1208,439666
600,2333,1208,438006
600,2384,1208,441145
600,2333,1208,437486
600,2364,1208,440291
600,2341,1208,438473
600,2317,1208,437029
600,2390,1208,441097
600,2325,1208,437478
600,2369,1208,440497
600,2385,1208,441560
600,2288,1208,435160
600,2323,1208,436988
600,2367,1208,439458
600,2384,1208,441520
600,2298,1208,436096
600,2355,1208,439496
600,2295,1208,435837
600,2383,1208,440458
600,2358,1208,439891
600,2317,1208,437534
600,2346,1208,438363
600,2302,1208,436130
600,2407,1208,442709
600,2359,1208,439595
600,2351,1208,439472
600,2345,1208,438697
600,2359,1208,439392
600,2327,1208,437712
600,2337,1208,438566
600,2346,1208,438727
600,2292,1208,435304
600,2358,1208,439803
600,2357,1208,439450
600,2356,1208,439088
600,2324,1208,437921
600,2395,1208,442525
600,2301,1208,437236
600,2360,1208,440682
600,2418,1208,442787
600,2375,1208,439769
600,2362,1208,440113
600,2351,1208,438813
600,2354,1208,439291
600,2375,1208,440600
600,2277,1208,435130
600,2372,1208,440919
600,2338,1208,438246
600,2338,1208,438962
600,2279,1208,434454
600,2391,1208,441879
600,2353,1208,439412
600,2305,1208,436477
600,2304,1208,435785
600,2350,1208,438154
600,2333,1208,438435
600,2330,1208,437978
600,2366,1208,440058
600,2289,1208,435556
600,2394,1208,441308
600,2362,1208,439582
600,2364,1208,440210
600,2325,1208,437196
600,2327,1208,437905
600,2375,1208,441360
600,2445,1208,444715
600,2353,1208,438924
600,2270,1208,435310
600,2325,1208,437411
600,2363,1208,439454
600,2357,1208,439820
600,2352,1208,440187
600,2312,1208,436427
600,2344,1208,438676
600,2396,1208,441832
600,2330,1208,437615
600,2297,1208,436122
600,2354,1208,439288
600,2383,1208,441089
600,2360,1208,439626
600,2311,1208,436299
600,2395,1208,441636
600,2366,1208,439629
600,2361,1208,440478
600,2358,1208,439850
600,2359,1208,439731
600,2397,1208,442609
600,2382,1208,439915
600,2374,1208,440219
600,2325,1208,437706
600,2344,1208,438560
600,2288,1208,436225
600,2379,1208,440788
600,2356,1208,439054
600,2343,1208,439037
600,2340,1208,438093
600,2361,1208,439344
600,2362,1208,439547
600,2271,1208,434706
600,2333,1208,438253
600,2364,1208,439471
600,2369,1208,440282
600,2355,1208,439392
600,2301,1208,437015
600,2338,1208,438512
600,2352,1208,439983
600,2346,1208,438441
600,2341,1208,438676
600,2251,1208,432723
600,2326,1208,437426
600,2418,1208,442994
600,2377,1208,441091
600,2376,1208,440487
600,2306,1208,436708
600,2404,1208,441632
600,2272,1208,434301
600,2376,1208,440302
600,2295,1208,435584
600,2343,1208,438802
600,2346,1208,439486
600,2310,1208,436011
600,2356,1208,439988
600,2342,1208,439734
600,2362,1208,439908
600,2347,1208,438320
600,2375,1208,440506
600,2367,1208,441097
600,2346,1208,439109
600,2385,1208,441355
600,2394,1208,442478
600,2371,1208,441472
600,2364,1208,439690
600,2345,1208,439716
600,2357,1208,439378
600,2337,1208,438141
600,2336,1208,438544
600,2364,1208,439566
600,2275,1208,434953
600,2330,1208,438155
600,2389,1208,441625
600,2368,1208,439925
600,2322,1208,437016
600,2349,1208,438914
600,2395,1208,441406
600,2353,1208,439428
600,2438,1208,444274
600,2287,1208,435131
600,2328,1208,437702
600,2310,1208,436170
600,2378,1208,442231
600,2358,1208,439483
600,2299,1208,435746
600,2365,1208,440516
600,2380,1208,441522
600,2376,1208,440354
600,2362,1208,439457
600,2357,1208,439781
600,2333,1208,438259
600,2343,1208,438547
600,2350,1208,439150
600,2350,1208,439472
600,2334,1208,438181
600,2346,1208,439117
600,2358,1208,439293
600,2350,1208,439534
600,2381,1208,441621
600,2381,1208,440856
600,2378,1208,441112
600,2387,1208,442147
600,2307,1208,436168
600,2336,1208,438465
600,2300,1208,435527
600,2363,1208,440438
600,2309,1208,436526
600,2355,1208,439414
600,2354,1208,438986
600,2364,1208,440570
600,2345,1208,439554
600,2349,1208,440350
600,2367,1208,440921
600,2311,1208,436911
600,2360,1208,439484
600,2344,1208,438003
600,2372,1208,441325
600,2318,1208,437488
600,2393,1208,442140
600,2355,1208,438584
600,2299,1208,435981
600,2407,1208,442995
600,2388,1208,441886
600,2375,1208,440782
600,2369,1208,440235
600,2332,1208,437635
600,2308,1208,436340
600,2367,1208,440191
600,2260,1208,433646
600,2367,1208,441125
600,2397,1208,442478
600,2307,1208,436424
600,2335,1208,437888
600,2312,1208,436598
600,2327,1208,437481
600,2374,1208,440258
600,2378,1208,440645
600,2332,1208,437285
600,2363,1208,440539
600,2330,1208,437561
600,2347,1208,439104
600,2374,1208,441507
600,2329,1208,438157
600,2360,1208,439516
600,2334,1208,437949
600,2358,1208,439146
600,2354,1208,438738
600,2391,1208,441187
600,2359,1208,439690
600,2283,1208,435256
600,2304,1208,437279
600,2339,1208,438387
600,2342,1208,438812
600,2409,1208,441750
600,2371,1208,440552
600,2354,1208,438564
600,2323,1208,437478
600,2361,1208,439884
600,2357,1208,439767
600,2351,1208,438645
600,2377,1208,440684
600,2335,1208,438167
600,2400,1208,442430
600,2387,1208,440625
600,2355,1208,438849
600,2361,1208,439107
600,2412,1208,443450
600,2336,1208,437890
600,2364,1208,439330
600,2316,1208,436868
600,2336,1208,438244
600,2384,1208,441339
600,2316,1208,437331
600,2386,1208,441504
600,2371,1208,440479
600,2344,1208,439113
600,2327,1208,437683
600,2305,1208,436973
600,2459,1208,446718
600,2361,1208,439466
600,2321,1208,437708
600,2408,1208,443154
600,2337,1208,438717
600,2354,1208,440065
600,2327,1208,437836
600,2326,1208,437627
600,2361,1208,439494
600,2345,1208,438494
600,2354,1208,439438
600,2338,1208,438457
600,2297,1208,435608
600,2340,1208,438382
600,2341,1208,439463
600,2303,1208,436630
600,2370,1208,440447
600,2397,1208,441765
600,2379,1208,440272
600,2334,1208,438275
600,2359,1208,439586
600,2338,1208,438386
600,2394,1208,441570
600,2372,1208,440119
600,2406,1208,443267
600,2338,1208,437931
600,2349,1208,438802
600,2335,1208,437797
600,2378,1208,441761
600,2323,1208,438053
600,2352,1208,439876
600,2353,1208,438877
600,2411,1208,443033
600,2364,1208,440272
600,2360,1208,440071
600,2346,1208,438948
600,2410,1208,443158
600,2353,1208,439495
600,2350,1208,438926
600,2330,1208,438115
600,2290,1208,435688
600,2347,1208,439450
600,2374,1208,441435
600,2374,1208,440205
600,2371,1208,440467
600,2362,1208,439409
600,2336,1208,437943
600,2318,1208,437196
600,2360,1208,440205
600,2329,1208,437560
600,2290,1208,436020
600,2307,1208,435902
600,2317,1208,437909
600,2323,1208,438117
600,2376,1208,441013
600,2410,1208,442589
600,2380,1208,439927
600,2296,1208,435899
600,2385,1208,440320
600,2329,1208,437732
600,2333,1208,439303
600,2404,1208,441922
600,2345,1208,438388
600,2374,1208,441180
600,2366,1208,440762
600,2327,1208,438772
600,2348,1208,438785
600,2290,1208,436139
600,2351,1208,439089
600,2296,1208,435531
600,2317,1208,437093
600,2321,1208,437749
600,2381,1208,440479
600,2339,1208,437689
600,2385,1208,440898
600,2378,1208,441454
600,2348,1208,439119
600,2405,1208,441594
600,2350,1208,439320
600,2370,1208,440237
600,2375,1208,441246
600,2316,1208,436498
600,2319,1208,437927
600,2370,1208,440510
600,2380,1208,441243
600,2388,1208,441118
600,2313,1208,436782
600,2384,1208,441673
600,2379,1208,440481
600,2322,1208,437674
600,2341,1208,439141
600,2289,1208,435607
600,2331,1208,438148
600,2351,1208,439641
600,2321,1208,437359
600,2344,1208,438375
600,2378,1208,440815
600,2319,1208,437270
600,2332,1208,438301
600,2368,1208,439946
600,2325,1208,436807
600,2325,1208,437041
600,2401,1208,441761
600,2383,1208,441337
600,2347,1208,439004
600,2390,1208,441232
600,2345,1208,438333
600,2321,1208,436579
600,2334,1208,438269
600,2279,1208,434485
600,2411,1208,443493
600,2321,1208,437721
600,2392,1208,441569
600,2315,1208,436651
600,2329,1208,437658
600,2341,1208,438633
600,2365,1208,440609
600,2392,1208,442424
600,2287,1208,435532
600,2417,1208,442134
600,2389,1208,441481
600,2384,1208,440068
600,2334,1208,438699
600,2328,1208,437955
600,2337,1208,438482
600,2384,1208,441203
600,2351,1208,438831
600,2341,1208,438939
600,2392,1208,441640
600,2370,1208,440481
600,2346,1208,438656
600,2415,1208,443507
600,2355,1208,439845
600,2309,1208,437102
600,2399,1208,442062
600,2329,1208,438687
600,2361,1208,439988
600,2337,1208,438602
600,2396,1208,441479
600,2330,1208,437261
600,2370,1208,440288
600,2371,1208,440865
600,2389,1208,441408
600,2372,1208,440375
600,2331,1208,437981
600,2387,1208,441474
600,2367,1208,440844
600,2367,1208,439990
600,2371,1208,440303
600,2363,1208,440097
600,2376,1208,440109
600,2370,1208,439935
600,2355,1208,439450
600,2312,1208,436268
600,2332,1208,437613
600,2321,1208,437277
600,2344,1208,439579
600,2366,1208,440023
600,2372,1208,441385
600,2372,1208,439874
600,2342,1208,438638
600,2340,1208,438822
600,2357,1208,439473
600,2326,1208,437203
600,2351,1208,438957
600,2329,1208,437926
600,2368,1208,440442
600,2375,1208,440828
600,2356,1208,439125
600,2357,1208,439750
600,2318,1208,437976
600,2356,1208,440642
600,2338,1208,438735
600,2388,1208,440747
600,2287,1208,435176
600,2343,1208,438851
600,2370,1208,441406
600,2285,1208,435324
600,2379,1208,440021
600,2360,1208,438881
600,2362,1208,439643
600,2385,1208,441106
600,2256,1208,433425
600,2379,1208,440689
600,2362,1208,439998
600,2372,1208,440123
600,2356,1208,439638
600,2328,1208,437097
600,2415,1208,443075
600,2331,1208,438237
600,2316,1208,435571
600,2367,1208,440824
600,2351,1208,439117
600,2351,1208,438945
600,2389,1208,441863
600,2335,1208,437765
600,2353,1208,439358
600,2337,1208,439140
600,2385,1208,441488
600,2343,1208,439121
600,2381,1208,440901
600,2304,1208,436133
600,2349,1208,439080
600,2374,1208,440790
600,2401,1208,441542
600,2345,1208,440013
600,2358,1208,439934
600,2308,1208,436160
600,2408,1208,442169
600,2315,1208,437262
600,2375,1208,440262
600,2350,1208,439426
600,2347,1208,439601
600,2359,1208,439163
600,2436,1208,444028
600,2338,1208,438079
600,2376,1208,440000
600,2323,1208,437635
600,2392,1208,441405
600,2292,1208,435836
600,2318,1208,437437
600,2266,1208,433663
600,2404,1208,441834
600,2388,1208,441034
600,2367,1208,439871
600,2344,1208,438927
600,2316,1208,437422
600,2362,1208,439467
600,2367,1208,440091
600,2341,1208,438924
600,2349,1208,439080
600,2329,1208,437971
600,2371,1208,440667
600,2353,1208,438261
600,2313,1208,437105
600,2351,1208,438864
600,2348,1208,439457
600,2300,1208,435533
600,2417,1208,443949
600,2370,1208,440863
600,2360,1208,439527
600,2310,1208,437101
600,2356,1208,439119
600,2367,1208,440658
600,2360,1208,439763
600,2327,1208,437094
600,2293,1208,436038
600,2304,1208,436656
600,2403,1208,442378
600,2284,1208,434928
600,2340,1208,438672
600,2371,1208,440819
600,2404,1208,442339
600,2370,1208,440656
600,2325,1208,438938
600,2380,1208,440469
600,2380,1208,441117
600,2421,1208,442686
600,2309,1208,436604
600,2376,1208,440593
600,2329,1208,437779
600,2305,1208,436155
600,2344,1208,438779
600,2350,1208,438972
600,2306,1208,436445
600,2386,1208,442029
600,2442,1208,445334
600,2302,1208,436352
600,2359,1208,439556
600,2344,1208,438139
600,2363,1208,439674
600,2323,1208,436880
600,2437,1208,444466
600,2314,1208,437335
600,2392,1208,441063
600,2360,1208,439905
600,2336,1208,437991
600,2370,1208,439930
600,2318,1208,436806
600,2325,1208,437411
600,2371,1208,440535
600,2401,1208,441972
600,2342,1208,438428
600,2336,1208,437931
600,2320,1208,436510
600,2324,1208,437365
600,2260,1208,433041
600,2390,1208,442669
600,2363,1208,440277
600,2343,1208,438717
600,2351,1208,438990
600,2363,1208,439156
600,2296,1208,436054
600,2286,1208,436111
600,2444,1208,444995
600,2395,1208,442445
600,2390,1208,441862
600,2345,1208,438933
600,2386,1208,442226
600,2326,1208,437957
600,2364,1208,439554
600,2330,1208,438352
600,2390,1208,441389
600,2370,1208,439641
600,2360,1208,439937
600,2442,1208,444543
600,2363,1208,440400
600,2351,1208,438642
600,2448,1208,445943
600,2320,1208,437328
600,2361,1208,439279
600,2321,1208,437687
600,2312,1208,437027
600,2356,1208,438952
600,2397,1208,441622
600,2313,1208,438112
600,2315,1208,436586
600,2355,1208,439266
600,2340,1208,438442
600,2336,1208,438483
600,2316,1208,436950
600,2359,1208,439360
600,2395,1208,442934
600,2325,1208,437381
600,2324,1208,437709
600,2329,1208,437926
600,2329,1208,437699
600,2377,1208,440240
600,2335,1208,437704
600,2359,1208,440058
600,2387,1208,441261
600,2353,1208,439906
600,2380,1208,440927
600,2348,1208,438257
600,2346,1208,439510
600,2393,1208,440986
600,2351,1208,438501
600,2324,1208,437270
600,2341,1208,439161
600,2366,1208,440107
600,2331,1208,437566
600,2288,1208,434571
600,2328,1208,437746
600,2338,1208,438704
600,2322,1208,437007
600,2365,1208,440507
600,2377,1208,440462
600,2340,1208,438600
600,2383,1208,441322
600,2337,1208,437451
600,2344,1208,438059
600,2408,1208,442150
600,2314,1208,436991
600,2407,1208,442522
600,2322,1208,436826
600,2416,1208,443157
600,2366,1208,440626
600,2322,1208,437775
600,2387,1208,441168
600,2368,1208,439886
600,2357,1208,439388
600,2321,1208,437133
600,2383,1208,441847
600,2336,1208,438625
600,2329,1208,437876
600,2330,1208,437704
600,2376,1208,440761
600,2335,1208,437901
600,2334,1208,438307
600,2272,1208,434238
600,2377,1208,441554
600,2406,1208,442214
600,2362,1208,440381
600,2343,1208,438695
600,2346,1208,439344
600,2385,1208,440844
600,2347,1208,439652
600,2346,1208,438428
600,2350,1208,439028
600,2339,1208,438480
600,2359,1208,439663
600,2375,1208,440192
600,2348,1208,439509
600,2339,1208,438873
600,2355,1208,438981
600,2371,1208,441263
600,2335,1208,438665
600,2319,1208,437819
600,2331,1208,437818
600,2352,1208,439670
600,2315,1208,436821
600,2347,1208,438237
600,2352,1208,440093
600,2322,1208,437194
600,2413,1208,443100
600,2395,1208,442614
600,2334,1208,437985
600,2367,1208,439932
600,2401,1208,443063
600,2343,1208,438593
600,2350,1208,439712
600,2357,1208,439711
600,2346,1208,438398
600,2285,1208,436080
600,2321,1208,438032
600,2397,1208,442356
600,2373,1208,440654
600,2351,1208,438674
600,2352,1208,439392
600,2325,1208,438335
600,2351,1208,439974
600,2369,1208,440650
600,2359,1208,439568
600,2320,1208,436958
600,2325,1208,436949
600,2332,1208,438151
600,2373,1208,439464
600,2311,1208,436908
600,2277,1208,434588
600,2370,1208,440675
600,2351,1208,439520
600,2332,1208,437834
600,2408,1208,442914
600,2302,1208,435900
600,2289,1208,435967
600,2320,1208,437541
600,2317,1208,437051
600,2389,1208,441229
600,2320,1208,437413
600,2318,1208,437216
600,2305,1208,436516
600,2350,1208,439936
600,2383,1208,441651
600,2379,1208,440101
600,2325,1208,437257
600,2389,1208,442227
600,2334,1208,438917
600,2351,1208,438558
600,2331,1208,437251
600,2282,1208,435504
600,2296,1208,436179
600,2365,1208,439706
600,2353,1208,440292
600,2383,1208,440773
600,2406,1208,442914
600,2363,1208,440169
600,2327,1208,437706
600,2311,1208,436585
600,2302,1208,435683
600,2349,1208,439608
600,2311,1208,436843
600,2359,1208,439672
600,2395,1208,442670
600,2341,1208,438789
600,2295,1208,435649
600,2333,1208,438392
600,2388,1208,441737
600,2301,1208,436835
600,2381,1208,441221
600,2458,1208,445606
600,2347,1208,439102
600,2362,1208,439781
600,2326,1208,437802
600,2359,1208,439421
600,2306,1208,436447
600,2366,1208,439926
600,2344,1208,439757
600,2337,1208,438424
600,2323,1208,437546
600,2309,1208,436293
600,2368,1208,440202
600,2371,1208,440504
600,2287,1208,434489
600,2347,1208,438795
600,2340,1208,438815
600,2342,1208,438608
600,2372,1208,439990
600,2453,1208,446862
600,2367,1208,440221
600,2311,1208,436759
600,2297,1208,436110
600,2359,1208,439904
600,2337,1208,439431
600,2402,1208,442540
600,2351,1208,438958
600,2375,1208,439983
600,2319,1208,436662
600,2332,1208,437805
600,2346,1208,438319
600,2334,1208,437934
600,2386,1208,441420
600,2401,1208,442311
600,2336,1208,437890
600,2416,1208,444943
600,2325,1208,436770
600,2331,1208,437867
600,2374,1208,440687
600,2351,1208,439387
600,2346,1208,439783
600,2388,1208,441246
600,2326,1208,437262
600,2418,1208,442933
600,2362,1208,440297
600,2331,1208,438094
600,2349,1208,439831
600,2335,1208,438133
600,2377,1208,440513
600,2276,1208,435346
600,2341,1208,439113
600,2393,1208,441517
600,2369,1208,441384
600,2397,1208,440960
600,2342,1208,438695
600,2373,1208,440254
600,2376,1208,440129
600,2335,1208,437794
600,2353,1208,439887
600,2359,1208,440051
600,2352,1208,439184
600,2329,1208,437059
600,2325,1208,437285
600,2373,1208,440777
600,2409,1208,443016
600,2279,1208,434404
600,2414,1208,443185
600,2299,1208,435958
600,2402,1208,442636
600,2388,1208,441571
600,2343,1208,438522
600,2343,1208,438401
600,2333,1208,437955
600,2331,1208,438342
600,2418,1208,443879
600,2367,1208,441825
600,2378,1208,441201
600,2384,1208,441448
600,2314,1208,436818
600,2370,1208,439827
600,2294,1208,435438
600,2298,1208,436048
600,2348,1208,439099
600,2382,1208,440532
600,2332,1208,438189
600,2331,1208,437223
600,2334,1208,438618
600,2337,1208,438191
600,2412,1208,442432
600,2320,1208,437153
600,2384,1208,441100
600,2297,1208,436663
600,2307,1208,436570
600,2368,1208,439333
600,2314,1208,436860
600,2356,1208,440057
600,2369,1208,440566
600,2333,1208,438319
600,2295,1208,435798
600,2321,1208,437219
600,2384,1208,441802
600,2422,1208,443567
600,2312,1208,436544
600,2356,1208,439810
600,2380,1208,440647
600,2368,1208,440256
600,2329,1208,438065
600,2344,1208,439073
600,2343,1208,438791
600,2438,1208,444712
600,2284,1208,435858
600,2342,1208,438977
600,2358,1208,439810
600,2331,1208,437853
600,2398,1208,441956
600,2307,1208,436484
600,2341,1208,439415
600,2367,1208,440335
600,2334,1208,437823
600,2427,1208,444300
600,2320,1208,437854
600,2349,1208,438504
600,2340,1208,438738
600,2383,1208,440817
600,2345,1208,438869
600,2340,1208,437617
600,2295,1208,435641
600,2401,1208,443105
600,2389,1208,442251
600,2335,1208,438518
600,2397,1208,441013
600,2307,1208,436784
600,2366,1208,439748
600,2303,1208,436414
700,2721,1408,580415
700,2719,1408,580618
700,2783,1408,584326
700,2764,1408,583935
700,2711,1408,580301
700,2738,1408,582090
700,2770,1408,584544
700,2732,1408,581571
700,2726,1408,580991
700,2787,1408,585232
700,2777,1408,584605
700,2799,1408,585245
700,2718,1408,580759
700,2727,1408,581278
700,2819,1408,587499
700,2711,1408,580517
700,2677,1408,579271
700,2763,1408,583173
700,2758,1408,584021
700,2744,1408,582692
700,2797,1408,585930
700,2862,1408,589388
700,2761,1408,583129
700,2724,1408,581510
700,2778,1408,584619
700,2768,1408,582932
700,2773,1408,584093
700,2718,1408,581065
700,2818,1408,586736
700,2765,1408,583840
700,2784,1408,585260
700,2764,1408,583870
700,2753,1408,583573
700,2783,1408,584881
700,2739,1408,582088
700,2759,1408,582817
700,2760,1408,584776
700,2731,1408,581755
700,2753,1408,583123
700,2696,1408,580350
700,2790,1408,585380
700,2690,1408,579658
700,2736,1408,581084
700,2747,1408,581948
700,2730,1408,581530
700,2744,1408,582324
700,2766,1408,582983
700,2721,1408,581058
700,2697,1408,579315
700,2716,1408,580370
700,2828,1408,587206
700,2683,1408,579461
700,2670,1408,578480
700,2758,1408,583729
700,2720,1408,581141
700,2782,1408,585021
700,2740,1408,582334
700,2708,1408,579942
700,2753,1408,583033
700,2689,1408,579354
700,2756,1408,583035
700,2718,1408,580631
700,2786,1408,584786
700,2710,1408,580624
700,2719,1408,580111
700,2739,1408,581406
700,2837,1408,588733
700,2691,1408,578622
700,2775,1408,584489
700,2727,1408,581130
700,2686,1408,578509
700,2722,1408,580833
700,2760,1408,583451
700,2689,1408,579024
700,2795,1408,586324
700,2737,1408,582433
700,2772,1408,583870
700,2705,1408,579594
700,2722,1408,580825
700,2754,1408,582468
700,2832,1408,588186
700,2723,1408,580308
700,2762,1408,583665
700,2718,1408,582063
700,2717,1408,580822
700,2762,1408,584299
700,2676,1408,578212
700,2749,1408,582654
700,2759,1408,582941
700,2762,1408,583448
700,2689,1408,578506
700,2749,1408,582958
700,2778,1408,584421
700,2673,1408,578253
700,2748,1408,582797
700,2704,1408,580283
700,2795,1408,584689
700,2784,1408,584391
700,2695,1408,579520
700,2673,1408,578353
700,2773,1408,584341
700,2733,1408,581081
700,2771,1408,584623
700,2683,1408,578955
700,2787,1408,584657
700,2744,1408,582860
700,2720,1408,581254
700,2787,1408,585688
700,2784,1408,584211
700,2792,1408,585747
700,2784,1408,584726
700,2774,1408,584284
700,2709,1408,581435
700,2670,1408,578270
700,2761,1408,583337
700,2693,1408,579533
700,2760,1408,583453
700,2684,1408,578439
700,2748,1408,582022
700,2833,1408,587559
700,2781,1408,585350
700,2762,1408,582943
700,2779,1408,584891
700,2766,1408,584507
700,2741,1408,582222
700,2720,1408,581029
700,2760,1408,583057
700,2683,1408,578751
700,2745,1408,582032
700,2815,1408,586743
700,2754,1408,583470
700,2822,1408,588112
700,2684,1408,578726
700,2695,1408,579842
700,2718,1408,581587
700,2764,1408,583949
700,2716,1408,581144
700,2777,1408,584510
700,2725,1408,581787
700,2720,1408,581465
700,2739,1408,582372
700,2710,1408,580650
700,2749,1408,582677
700,2729,1408,582652
700,2784,1408,585010
700,2764,1408,583558
700,2728,1408,581810
700,2770,1408,584159
700,2788,1408,584526
700,2655,1408,576639
700,2781,1408,584950
700,2819,1408,586653
700,2763,1408,582483
700,2755,1408,582836
700,2777,1408,584254
700,2715,1408,580505
700,2763,1408,584439
700,2768,1408,583549
700,2760,1408,583652
700,2774,1408,584063
700,2733,1408,582576
700,2795,1408,586317
700,2680,1408,579284
700,2772,1408,584379
700,2768,1408,583653
700,2712,1408,580854
700,2789,1408,585053
700,2797,1408,585321
700,2761,1408,583880
700,2811,1408,587057
700,2772,1408,584147
700,2776,1408,585536
700,2685,1408,578874
700,2754,1408,583167
700,2791,1408,585810
700,2706,1408,580315
700,2781,1408,585339
700,2770,1408,583801
700,2791,1408,584854
700,2753,1408,582508
700,2664,1408,577576
700,2759,1408,583293
700,2785,1408,586367
700,2807,1408,586087
700,2749,1408,582478
700,2685,1408,579684
700,2760,1408,583267
700,2651,1408,577131
700,2841,1408,588516
700,2799,1408,585433
700,2759,1408,583806
700,2728,1408,580798
700,2710,1408,580137
700,2675,1408,577806
700,2761,1408,583221
700,2768,1408,584256
700,2716,1408,580921
700,2718,1408,582016
700,2784,1408,585334
700,2704,1408,580135
700,2751,1408,582344
700,2732,1408,581427
700,2716,1408,581117
700,2814,1408,586260
700,2703,1408,580455
700,2701,1408,580007
700,2737,1408,582227
700,2693,1408,579161
700,2755,1408,583371
700,2753,1408,583568
700,2708,1408,580903
700,2824,1408,587002
700,2761,1408,583546
700,2766,1408,584341
700,2763,1408,583953
700,2762,1408,582913
700,2799,1408,586339
700,2777,1408,584905
700,2693,1408,580297
700,2790,1408,585417
700,2719,1408,580955
700,2654,1408,577770
700,2751,1408,583377
700,2746,1408,582167
700,2746,1408,582385
700,2734,1408,582306
700,2808,1408,586852
700,2747,1408,582180
700,2744,1408,582927
700,2692,1408,579930
700,2786,1408,584900
700,2753,1408,583844
700,2697,1408,579906
700,2749,1408,582962
700,2765,1408,583872
700,2735,1408,582433
700,2768,1408,583744
700,2696,1408,579948
700,2768,1408,583940
700,2759,1408,582534
700,2777,1408,584497
700,2762,1408,584308
700,2727,1408,582336
700,2772,1408,583793
700,2727,1408,580860
700,2755,1408,582968
700,2783,1408,584150
700,2738,1408,581974
700,2711,1408,580686
700,2755,1408,583191
700,2792,1408,585587
700,2777,1408,584394
700,2823,1408,587203
700,2721,1408,581126
700,2784,1408,584452
700,2768,1408,584328
700,2760,1408,583409
700,2794,1408,586131
700,2753,1408,583164
700,2772,1408,583415
700,2751,1408,582228
700,2787,1408,584614
700,2730,1408,581446
700,2816,1408,586055
700,2809,1408,586883
700,2719,1408,581276
700,2800,1408,586001
700,2803,1408,586186
700,2811,1408,585678
700,2766,1408,583620
700,2803,1408,585946
700,2749,1408,583339
700,2747,1408,582666
700,2727,1408,580901
700,2745,1408,582488
700,2762,1408,584486
700,2728,1408,581488
700,2715,1408,581142
700,2778,1408,585409
700,2683,1408,578705
700,2734,1408,581731
700,2746,1408,581638
700,2736,1408,581475
700,2750,1408,582724
700,2801,1408,586113
700,2734,1408,581552
700,2717,1408,580733
700,2783,1408,585062
700,2726,1408,580735
700,2767,1408,583770
700,2795,1408,584800
700,2674,1408,578061
700,2748,1408,582406
700,2727,1408,581108
700,2692,1408,579464
700,2861,1408,589466
700,2756,1408,584036
700,2682,1408,578806
700,2730,1408,581542
700,2809,1408,586448
700,2783,1408,584680
700,2747,1408,582583
700,2730,1408,581656
700,2745,1408,581910
700,2769,1408,583642
700,2767,1408,584178
700,2743,1408,582679
700,2788,1408,584555
700,2736,1408,582328
700,2748,1408,583054
700,2701,1408,580101
700,2740,1408,582225
700,2782,1408,584315
700,2687,1408,578943
700,2765,1408,583358
700,2767,1408,583701
700,2732,1408,581821
700,2683,1408,579155
700,2745,1408,582708
700,2750,1408,582759
700,2780,1408,584317
700,2719,1408,581118
700,2776,1408,584451
700,2781,1408,584467
700,2701,1408,579544
700,2749,1408,582496
700,2751,1408,583164
700,2674,1408,578204
700,2706,1408,580075
700,2714,1408,579884
700,2729,1408,580964
700,2694,1408,579621
700,2753,1408,583413
700,2692,1408,579743
700,2736,1408,581953
700,2742,1408,582031
700,2746,1408,582774
700,2742,1408,581929
700,2724,1408,580929
700,2793,1408,584947
700,2704,1408,580595
700,2804,1408,585755
700,2757,1408,583886
700,2699,1408,580076
700,2691,1408,578951
700,2761,1408,582351
700,2679,1408,578725
700,2787,1408,584902
700,2750,1408,582334
700,2674,1408,578462
700,2756,1408,583505
700,2772,1408,584022
700,2728,1408,581519
700,2708,1408,580484
700,2759,1408,584074
700,2706,1408,580991
700,2786,1408,584620
700,2728,1408,581691
700,2731,1408,581327
700,2763,1408,583919
700,2807,1408,586271
700,2804,1408,585638
700,2825,1408,587671
700,2705,1408,581284
700,2796,1408,585195
700,2751,1408,583056
700,2712,1408,579867
700,2738,1408,582916
700,2686,1408,578853
700,2687,1408,578690
700,2741,1408,581717
700,2828,1408,588288
700,2721,1408,581356
700,2732,1408,582348
700,2744,1408,582358
700,2664,1408,577774
700,2792,1408,585598
700,2695,1408,579969
700,2782,1408,585214
700,2748,1408,582613
700,2797,1408,585300
700,2739,1408,582425
700,2734,1408,582168
700,2702,1408,579451
700,2749,1408,581680
