N,removed,diff,iterations
300,1130,608,126731
300,1166,608,129621
300,1152,608,128287
300,1186,608,130616
300,1176,608,129784
300,1178,608,129567
300,1161,608,128879
300,1192,608,131113
300,1193,608,130546
300,1167,608,128839
300,1172,608,129192
300,1205,608,130784
300,1131,608,126844
300,1176,608,129843
300,1161,608,128923
300,1171,608,129376
300,1195,608,131230
300,1119,608,126039
300,1185,608,130216
300,1161,608,128636
300,1164,608,128966
300,1157,608,128386
300,1170,608,129754
300,1189,608,130112
300,1191,608,130609
300,1205,608,131174
300,1187,608,130310
300,1131,608,126981
300,1201,608,130557
300,1202,608,131147
300,1169,608,129408
300,1164,608,129079
300,1166,608,129148
300,1150,608,128172
300,1145,608,127643
300,1174,608,129031
300,1178,608,129390
300,1146,608,128005
300,1183,608,130116
300,1144,608,127930
300,1155,608,128538
300,1151,608,128034
300,1145,608,128315
300,1142,608,127749
300,1139,608,127546
300,1144,608,127997
300,1147,608,128023
300,1160,608,129028
300,1142,608,127192
300,1145,608,127939
300,1146,608,127965
300,1220,608,132449
300,1202,608,131278
300,1167,608,129068
300,1186,608,130012
300,1146,608,127916
300,1133,608,128106
300,1149,608,128032
300,1147,608,128397
300,1145,608,127580
300,1171,608,129965
300,1159,608,128400
300,1188,608,129916
300,1172,608,128557
300,1149,608,127369
300,1146,608,128229
300,1151,608,128007
300,1169,608,129008
300,1165,608,128479
300,1203,608,131470
300,1205,608,131320
300,1202,608,131568
300,1151,608,127892
300,1188,608,130324
300,1162,608,128530
300,1199,608,131356
300,1215,608,132736
300,1141,608,127252
300,1180,608,129498
300,1140,608,127531
300,1133,608,127158
300,1215,608,132099
300,1140,608,126826
300,1203,608,131320
300,1174,608,129747
300,1131,608,127129
300,1147,608,127981
300,1164,608,129029
300,1138,608,127375
300,1178,608,129358
300,1142,608,127407
300,1158,608,127549
300,1159,608,128181
300,1150,608,128114
300,1153,608,128260
300,1158,608,128800
300,1188,608,130273
300,1143,608,128136
300,1163,608,128863
300,1142,608,128033
300,1142,608,127474
300,1159,608,128446
300,1190,608,130237
300,1155,608,128749
300,1159,608,128406
300,1127,608,126731
300,1147,608,128590
300,1147,608,128457
300,1195,608,130605
300,1147,608,128009
300,1223,608,131767
300,1164,608,128302
300,1119,608,125810
300,1188,608,130158
300,1159,608,128785
300,1156,608,128262
300,1146,608,127849
300,1158,608,128563
300,1136,608,127099
300,1157,608,129172
300,1179,608,130003
300,1149,608,128064
300,1175,608,129676
300,1144,608,127906
300,1145,608,127574
300,1181,608,129859
300,1181,608,130394
300,1170,608,130118
300,1162,608,129034
300,1113,608,125479
300,1165,608,128440
300,1168,608,129337
300,1167,608,128164
300,1162,608,128974
300,1182,608,130366
300,1197,608,130643
300,1142,608,127718
300,1148,608,127804
300,1186,608,130324
300,1196,608,130435
300,1128,608,126871
300,1152,608,128232
300,1166,608,128760
300,1208,608,131634
300,1155,608,127839
300,1139,608,127059
300,1153,608,128208
300,1135,608,126999
300,1156,608,128439
300,1200,608,131487
300,1122,608,126806
300,1172,608,129542
300,1141,608,127586
300,1155,608,128564
300,1178,608,128923
300,1125,608,126325
300,1176,608,129539
300,1178,608,129523
300,1116,608,126150
300,1164,608,128558
300,1183,608,129863
300,1169,608,129732
300,1184,608,129607
300,1184,608,129969
300,1164,608,128984
300,1156,608,128874
300,1156,608,128018
300,1173,608,129283
300,1178,608,129380
300,1116,608,125887
300,1176,608,129730
300,1162,608,129095
300,1179,608,129721
300,1133,608,126901
300,1165,608,129141
300,1170,608,128949
300,1208,608,131438
300,1171,608,129181
300,1180,608,129719
300,1166,608,129377
300,1114,608,125932
300,1163,608,128098
300,1196,608,131021
300,1149,608,127833
300,1169,608,129142
300,1181,608,130295
300,1161,608,128631
300,1164,608,129611
300,1203,608,131985
300,1130,608,126942
300,1160,608,128524
300,1159,608,128486
300,1180,608,129778
300,1134,608,127296
300,1184,608,130076
300,1194,608,130249
300,1122,608,125862
300,1143,608,127398
300,1170,608,129054
300,1211,608,131723
300,1189,608,130443
300,1144,608,127933
300,1150,608,127650
300,1198,608,130929
300,1152,608,128058
300,1180,608,129456
300,1142,608,127438
300,1190,608,130819
300,1175,608,129268
300,1161,608,128671
300,1171,608,129174
300,1191,608,130627
300,1165,608,129018
300,1196,608,130341
300,1142,608,127419
300,1171,608,128981
300,1177,608,129704
300,1218,608,133006
300,1152,608,128758
300,1156,608,127871
300,1161,608,128737
300,1173,608,129434
300,1144,608,127367
400,1583,808,214199
400,1562,808,212465
400,1541,808,211610
400,1545,808,211557
400,1546,808,212120
400,1561,808,212532
400,1587,808,213321
400,1555,808,211330
400,1578,808,213231
400,1574,808,213419
400,1586,808,214266
400,1541,808,211275
400,1539,808,210409
400,1562,808,212225
400,1534,808,210589
400,1567,808,213462
400,1560,808,211913
400,1572,808,213408
400,1558,808,212441
400,1548,808,211426
400,1576,808,212994
400,1582,808,213533
400,1499,808,208785
400,1543,808,211690
400,1531,808,210675
400,1540,808,210667
400,1550,808,211662
400,1568,808,212689
400,1574,808,213056
400,1549,808,212457
400,1539,808,210540
400,1593,808,213993
400,1549,808,212082
400,1527,808,210620
400,1555,808,212722
400,1578,808,214054
400,1568,808,212938
400,1549,808,211455
400,1615,808,216048
400,1576,808,213083
400,1565,808,212519
400,1529,808,210704
400,1525,808,210939
400,1521,808,209435
400,1560,808,211850
400,1542,808,211724
400,1530,808,210794
400,1592,808,214412
400,1588,808,213420
400,1492,808,207875
400,1612,808,215876
400,1616,808,216245
400,1557,808,212444
400,1542,808,211106
400,1533,808,211018
400,1560,808,211853
400,1549,808,212138
400,1611,808,214986
400,1557,808,212746
400,1599,808,215502
400,1552,808,211670
400,1510,808,210055
400,1574,808,213677
400,1592,808,213896
400,1547,808,211445
400,1544,808,211661
400,1542,808,210861
400,1564,808,212616
400,1575,808,213566
400,1500,808,209286
400,1560,808,212155
400,1601,808,214554
400,1583,808,214172
400,1627,808,216322
400,1578,808,213072
400,1553,808,211792
400,1585,808,213949
400,1566,808,212616
400,1572,808,212749
400,1549,808,212559
400,1507,808,209428
400,1591,808,213855
400,1525,808,211011
400,1501,808,209930
400,1575,808,213392
400,1551,808,211544
400,1541,808,211106
400,1536,808,210860
400,1526,808,210895
400,1544,808,211078
400,1510,808,209456
400,1554,808,211850
400,1511,808,210011
400,1553,808,211508
400,1545,808,211436
400,1541,808,211467
400,1538,808,210968
400,1605,808,214641
400,1589,808,214361
400,1550,808,212345
400,1533,808,211181
400,1573,808,212371
400,1558,808,212096
400,1552,808,211912
400,1500,808,208671
400,1585,808,213913
400,1585,808,213514
400,1543,808,211630
400,1562,808,212226
400,1563,808,211563
400,1510,808,209332
400,1579,808,213131
400,1604,808,214813
400,1555,808,211949
400,1531,808,211140
400,1538,808,210736
400,1576,808,212495
400,1578,808,213644
400,1568,808,213559
400,1541,808,211099
400,1560,808,211988
400,1565,808,212946
400,1575,808,213968
400,1557,808,211548
400,1577,808,213061
400,1574,808,213529
400,1549,808,211705
400,1551,808,211790
400,1599,808,214692
400,1516,808,209553
400,1583,808,213015
400,1592,808,214595
400,1542,808,211799
400,1565,808,212726
400,1541,808,211022
400,1510,808,209181
400,1564,808,212922
400,1566,808,212518
400,1555,808,212455
400,1522,808,210878
400,1545,808,211367
400,1552,808,211866
400,1585,808,213737
400,1557,808,212433
400,1539,808,211296
400,1593,808,214506
400,1496,808,208680
400,1549,808,211793
400,1550,808,211720
400,1539,808,211094
400,1580,808,214182
400,1554,808,212282
400,1547,808,211843
400,1523,808,210026
400,1563,808,212579
400,1548,808,211527
400,1560,808,211916
400,1534,808,210877
400,1629,808,216204
400,1548,808,211220
400,1553,808,212278
400,1594,808,214316
400,1573,808,213078
400,1582,808,213286
400,1590,808,213811
400,1547,808,211239
400,1589,808,214096
400,1527,808,210451
400,1576,808,213201
400,1541,808,211286
400,1613,808,215061
400,1580,808,214012
400,1561,808,212051
400,1578,808,213437
400,1569,808,213211
400,1565,808,212783
400,1564,808,212794
400,1544,808,210989
400,1543,808,211280
400,1530,808,210317
400,1619,808,216282
400,1584,808,213692
400,1564,808,212214
400,1521,808,210497
400,1560,808,212080
400,1532,808,210698
400,1596,808,214357
400,1608,808,214565
400,1558,808,212230
400,1538,808,211007
400,1517,808,209792
400,1537,808,210948
400,1512,808,210089
400,1612,808,215866
400,1502,808,208770
400,1582,808,213237
400,1544,808,211267
400,1535,808,211503
400,1533,808,210593
400,1585,808,214145
400,1610,808,215688
400,1575,808,213274
400,1574,808,212817
400,1581,808,213573
400,1566,808,212338
400,1526,808,210455
400,1601,808,214403
400,1577,808,213160
400,1572,808,213116
400,1575,808,212724
400,1591,808,213872
400,1527,808,210751
400,1566,808,213260
400,1600,808,214271
400,1538,808,210821
400,1552,808,211684
400,1560,808,212317
400,1614,808,215440
400,1547,808,212271
400,1567,808,212016
400,1557,808,211730
400,1599,808,214925
400,1545,808,211607
400,1557,808,212485
400,1504,808,209279
400,1519,808,209596
400,1546,808,210985
400,1539,808,210946
400,1561,808,212269
400,1580,808,213859
400,1559,808,212040
400,1608,808,214871
400,1582,808,213817
400,1556,808,212357
400,1578,808,213831
400,1566,808,212861
400,1621,808,216231
400,1509,808,209509
400,1552,808,211794
400,1587,808,213626
400,1552,808,211781
400,1545,808,210907
400,1555,808,211821
400,1538,808,211699
400,1607,808,214666
400,1567,808,213066
400,1533,808,210756
400,1546,808,211892
400,1569,808,212787
400,1519,808,209709
400,1566,808,212641
400,1551,808,212376
400,1586,808,213973
400,1615,808,215641
400,1548,808,211082
400,1613,808,215319
400,1573,808,213225
400,1547,808,211510
400,1548,808,211624
400,1552,808,212472
400,1623,808,215922
400,1541,808,211301
400,1550,808,211415
400,1548,808,211822
400,1521,808,210162
400,1565,808,212565
400,1537,808,211184
400,1561,808,212201
400,1611,808,215193
400,1597,808,214749
400,1602,808,214615
400,1567,808,212617
400,1560,808,212639
400,1519,808,210314
400,1589,808,213838
400,1529,808,210985
400,1581,808,213658
400,1545,808,211681
400,1582,808,213508
400,1542,808,211257
400,1604,808,214886
400,1551,808,211174
400,1560,808,211911
400,1551,808,211419
400,1557,808,212286
400,1532,808,210431
400,1507,808,209036
400,1581,808,213645
400,1564,808,213114
400,1593,808,214138
400,1509,808,210090
400,1548,808,211674
400,1549,808,211113
400,1559,808,211898
400,1552,808,211646
400,1566,808,213192
400,1569,808,212826
400,1518,808,210480
400,1596,808,214897
400,1577,808,213571
400,1561,808,212357
400,1578,808,213385
400,1544,808,211595
400,1547,808,211634
400,1597,808,214182
400,1574,808,213349
400,1563,808,212229
400,1559,808,212017
400,1558,808,212346
400,1545,808,211114
400,1528,808,210153
400,1576,808,212554
400,1548,808,211534
400,1547,808,211866
400,1546,808,211985
400,1577,808,213433
400,1562,808,212613
400,1590,808,214515
400,1518,808,209237
400,1575,808,213598
400,1587,808,213065
400,1554,808,211621
400,1534,808,210205
400,1524,808,209961
400,1532,808,211096
400,1556,808,211565
400,1564,808,212545
400,1541,808,211479
400,1558,808,212424
400,1553,808,211312
400,1591,808,214058
400,1565,808,212611
400,1596,808,214736
400,1571,808,213585
400,1587,808,214168
400,1553,808,212537
400,1543,808,211195
400,1584,808,214261
400,1582,808,213574
400,1603,808,215272
400,1564,808,212834
400,1562,808,212823
400,1510,808,208998
400,1535,808,210757
400,1554,808,212108
400,1599,808,214137
400,1519,808,209818
400,1542,808,211161
400,1543,808,211812
400,1587,808,213541
400,1576,808,212989
400,1523,808,210274
400,1530,808,210338
400,1579,808,213860
400,1547,808,211222
400,1562,808,212093
400,1490,808,208454
400,1509,808,210530
400,1576,808,213102
400,1545,808,211056
400,1608,808,214944
400,1586,808,213693
400,1588,808,214318
400,1552,808,211929
400,1540,808,211288
400,1570,808,213489
400,1585,808,213475
400,1569,808,212799
400,1572,808,213637
400,1588,808,213894
400,1530,808,210483
400,1573,808,213664
400,1581,808,213493
400,1523,808,210273
400,1516,808,210038
400,1533,808,210691
400,1558,808,211985
400,1545,808,211661
400,1553,808,212305
400,1553,808,212132
400,1583,808,214276
400,1533,808,210891
400,1537,808,210896
400,1580,808,213165
400,1536,808,210830
400,1521,808,210539
400,1574,808,213897
400,1530,808,211091
400,1608,808,215223
400,1563,808,213053
400,1557,808,211909
400,1536,808,210748
400,1531,808,210628
400,1626,808,215903
400,1578,808,213296
400,1511,808,209530
400,1576,808,213575
400,1518,808,210439
400,1556,808,211641
400,1530,808,211274
400,1615,808,215074
400,1555,808,211730
400,1526,808,209896
400,1575,808,213060
400,1553,808,212711
400,1498,808,208566
400,1595,808,214609
400,1572,808,213073
400,1573,808,213115
400,1585,808,214238
400,1574,808,213323
400,1557,808,211827
400,1537,808,211179
400,1557,808,212679
400,1560,808,212168
400,1604,808,215201
400,1546,808,211677
400,1523,808,210286
400,1548,808,212181
400,1548,808,211879
400,1596,808,214283
400,1568,808,212679
400,1577,808,213676
400,1553,808,211944
400,1572,808,213052
400,1522,808,210031
400,1580,808,213153
400,1594,808,214325
400,1572,808,212881
400,1567,808,212389
400,1567,808,212906
400,1522,808,210633
400,1566,808,212924
400,1558,808,212130
400,1535,808,210091
400,1554,808,212134
400,1595,808,214705
400,1550,808,211909
400,1596,808,214546
400,1563,808,212494
400,1561,808,212158
400,1621,808,215926
400,1547,808,211846
400,1535,808,210819
400,1560,808,212190
400,1560,808,212374
400,1560,808,212184
400,1552,808,211569
400,1567,808,213337
400,1551,808,211317
400,1532,808,210777
400,1611,808,216337
400,1540,808,211396
400,1539,808,211486
400,1585,808,213897
400,1508,808,209687
400,1585,808,213552
400,1578,808,213451
400,1540,808,210952
400,1606,808,215014
400,1581,808,213715
400,1525,808,210465
400,1555,808,211693
400,1592,808,214976
400,1562,808,212223
400,1553,808,211787
400,1542,808,211430
400,1548,808,211396
400,1529,808,210722
400,1574,808,212774
400,1530,808,210881
400,1585,808,213531
400,1538,808,210647
400,1508,808,208998
400,1581,808,213473
400,1568,808,213111
400,1600,808,214665
400,1550,808,211664
400,1556,808,212097
400,1562,808,212221
400,1561,808,212520
400,1533,808,211358
400,1520,808,209738
400,1558,808,212193
400,1529,808,210222
400,1602,808,214502
400,1583,808,213054
400,1598,808,215084
400,1495,808,208276
400,1579,808,213600
400,1578,808,213914
400,1508,808,208965
400,1578,808,213743
400,1537,808,211056
400,1602,808,215475
400,1552,808,211811
400,1553,808,212334
400,1584,808,213913
400,1515,808,210128
400,1555,808,211952
400,1567,808,213496
400,1571,808,212738
400,1605,808,214365
400,1590,808,214212
400,1565,808,212875
400,1547,808,212049
400,1599,808,214272
400,1546,808,211837
400,1596,808,214307
400,1592,808,214086
400,1593,808,214237
400,1522,808,210017
400,1571,808,212781
400,1557,808,212214
400,1579,808,213912
400,1497,808,208407
400,1588,808,214409
400,1566,808,211993
400,1585,808,213541
400,1568,808,213258
400,1551,808,211715
400,1527,808,210181
400,1582,808,213800
400,1593,808,214963
400,1604,808,215556
400,1561,808,212334
400,1512,808,210188
400,1578,808,213457
400,1608,808,215092
400,1553,808,211780
400,1522,808,210436
400,1558,808,212470
400,1553,808,211209
400,1570,808,213188
400,1562,808,212671
400,1593,808,215002
400,1510,808,209662
400,1524,808,210205
400,1533,808,210771
400,1615,808,215111
400,1558,808,212496
400,1580,808,213872
400,1550,808,211457
400,1541,808,212111
400,1558,808,212002
400,1535,808,211095
400,1553,808,211738
400,1586,808,213658
400,1578,808,212811
400,1569,808,212343
400,1560,808,211853
400,1588,808,214187
400,1549,808,211725
400,1582,808,213129
400,1522,808,210207
400,1525,808,210506
400,1535,808,210952
400,1572,808,212951
400,1550,808,211541
400,1529,808,210113
400,1560,808,212101
400,1583,808,213915
400,1567,808,213047
400,1555,808,212022
400,1558,808,212594
400,1593,808,214981
400,1527,808,209959
400,1574,808,213397
400,1575,808,212890
400,1572,808,213153
400,1557,808,211958
400,1576,808,213010
400,1549,808,211374
400,1528,808,209992
400,1480,808,207697
400,1556,808,212472
400,1531,808,210635
400,1568,808,212834
400,1526,808,210527
400,1537,808,211048
400,1575,808,213966
400,1568,808,213054
400,1599,808,214718
400,1528,808,210564
400,1610,808,215808
400,1564,808,212339
400,1592,808,213490
400,1565,808,212536
400,1538,808,210843
400,1533,808,210507
400,1533,808,210934
400,1560,808,212883
400,1596,808,214953
400,1547,808,211292
400,1545,808,211226
400,1566,808,213145
400,1552,808,211708
400,1520,808,210639
400,1564,808,212868
400,1530,808,210302
400,1530,808,210876
400,1553,808,212082
400,1556,808,212098
400,1530,808,210719
400,1523,808,210168
400,1553,808,212650
400,1552,808,212047
400,1508,808,209295
400,1591,808,214252
400,1603,808,214719
400,1586,808,215179
400,1542,808,211437
400,1587,808,214543
400,1517,808,209792
400,1559,808,211873
400,1575,808,212924
400,1545,808,211913
400,1574,808,213097
400,1529,808,210668
400,1550,808,211769
400,1553,808,212088
400,1520,808,209857
400,1557,808,212426
400,1611,808,215003
400,1525,808,210369
400,1552,808,211727
400,1585,808,213981
400,1600,808,214850
400,1532,808,211159
400,1523,808,210195
400,1582,808,213965
400,1540,808,211165
400,1578,808,212970
400,1588,808,213723
400,1559,808,211444
400,1528,808,210522
400,1570,808,212974
400,1564,808,212126
400,1578,808,213411
400,1540,808,210875
400,1556,808,211593
400,1585,808,213518
400,1574,808,213594
400,1526,808,210183
400,1575,808,213288
400,1573,808,213221
400,1574,808,213392
400,1545,808,211140
400,1563,808,212348
400,1524,808,210302
400,1563,808,212367
400,1582,808,214308
400,1593,808,213914
400,1592,808,214112
400,1557,808,212115
400,1530,808,211329
400,1543,808,211265
400,1573,808,213176
400,1559,808,212765
400,1575,808,213953
400,1544,808,211404
400,1554,808,212111
400,1548,808,211722
400,1546,808,212235
400,1557,808,211910
400,1576,808,213359
400,1629,808,216610
400,1570,808,213130
400,1573,808,214182
400,1588,808,213964
400,1592,808,215349
400,1561,808,212230
400,1539,808,211166
400,1597,808,214359
400,1543,808,211772
400,1587,808,214161
400,1543,808,211229
400,1559,808,212014
400,1523,808,210290
400,1567,808,212954
400,1512,808,209984
400,1595,808,213815
400,1581,808,213455
400,1520,808,210177
400,1571,808,212866
400,1598,808,214596
400,1579,808,214083
400,1531,808,211289
400,1558,808,212006
400,1529,808,210720
400,1537,808,211415
400,1601,808,214560
400,1537,808,210842
400,1588,808,214396
400,1521,808,209440
400,1619,808,216404
400,1580,808,213487
400,1561,808,212560
400,1513,808,209395
400,1577,808,213457
400,1552,808,211826
400,1565,808,212921
400,1611,808,215084
400,1580,808,213926
400,1600,808,214811
400,1561,808,212523
400,1571,808,213872
400,1607,808,215075
400,1557,808,211730
400,1567,808,212902
400,1580,808,213175
400,1508,808,208552
400,1537,808,211559
400,1558,808,212273
400,1580,808,214107
400,1599,808,215406
400,1537,808,211270
400,1532,808,211053
400,1583,808,214113
400,1547,808,211535
400,1577,808,213640
400,1548,808,212008
400,1548,808,211389
400,1590,808,214821
400,1588,808,214182
400,1544,808,211224
400,1495,808,208640
400,1559,808,212525
400,1513,808,209559
400,1535,808,210877
400,1557,808,212272
400,1566,808,213366
400,1573,808,214155
400,1509,808,208992
400,1579,808,213808
400,1534,808,210602
400,1593,808,214499
400,1574,808,213070
400,1584,808,213561
400,1607,808,215143
400,1561,808,212146
400,1570,808,213075
400,1502,808,209010
400,1580,808,213462
400,1612,808,215000
400,1563,808,212488
400,1542,808,210882
400,1513,808,209696
400,1576,808,213251
400,1512,808,209002
400,1551,808,211883
400,1532,808,210783
400,1559,808,211566
400,1604,808,214903
400,1574,808,212803
400,1559,808,212119
400,1547,808,210872
400,1598,808,214978
400,1557,808,212442
400,1548,808,212118
400,1533,808,211146
400,1586,808,213738
400,1546,808,212216
400,1592,808,213923
400,1549,808,211685
400,1554,808,211749
400,1575,808,213150
400,1557,808,212140
400,1535,808,210288
400,1585,808,213656
400,1568,808,213554
400,1575,808,213368
400,1559,808,212248
400,1551,808,211715
400,1549,808,211943
400,1545,808,211360
400,1533,808,211223
400,1504,808,209137
400,1539,808,210897
400,1623,808,216126
400,1541,808,210961
400,1542,808,211356
400,1596,808,214725
400,1499,808,208754
400,1551,808,211702
400,1530,808,210305
400,1580,808,213661
400,1564,808,212578
400,1594,808,214193
400,1584,808,214660
400,1578,808,213745
400,1535,808,210283
400,1575,808,213557
400,1501,808,209010
400,1597,808,214824
400,1589,808,214865
400,1524,808,210071
400,1540,808,210939
400,1562,808,212680
400,1517,808,209986
400,1531,808,210691
400,1595,808,214569
400,1553,808,211808
400,1565,808,212757
400,1527,808,210547
400,1594,808,214038
400,1545,808,211476
400,1570,808,213312
400,1548,808,212170
400,1577,808,213797
400,1576,808,213669
400,1579,808,213272
400,1575,808,213077
400,1526,808,210260
400,1579,808,213662
400,1517,808,209662
400,1544,808,210881
400,1573,808,213391
400,1575,808,212801
400,1578,808,213719
400,1539,808,211408
400,1564,808,212728
400,1558,808,211952
400,1542,808,211724
400,1553,808,211964
400,1574,808,213451
400,1559,808,211360
400,1533,808,210816
400,1529,808,211024
400,1548,808,212144
400,1585,808,213532
400,1553,808,211241
400,1592,808,214007
400,1542,808,211524
400,1565,808,213158
400,1521,808,209641
400,1553,808,212274
400,1576,808,213395
400,1551,808,211796
400,1536,808,211099
400,1509,808,209268
400,1584,808,213902
400,1578,808,213284
400,1546,808,211309
400,1591,808,214313
400,1556,808,211664
400,1522,808,209812
400,1604,808,214961
400,1584,808,213749
400,1547,808,211781
400,1557,808,211990
400,1553,808,212364
400,1529,808,210797
400,1579,808,213905
400,1578,808,212865
400,1531,808,210147
400,1632,808,218052
400,1503,808,209018
400,1557,808,212409
400,1542,808,210759
400,1507,808,209333
400,1550,808,211684
400,1566,808,213088
400,1572,808,212494
400,1499,808,209122
400,1568,808,214350
400,1561,808,212377
400,1520,808,209845
400,1518,808,209914
400,1565,808,212292
400,1534,808,211361
400,1591,808,214230
400,1618,808,216069
400,1589,808,213726
400,1588,808,213996
400,1547,808,212677
400,1566,808,212887
400,1556,808,211710
400,1592,808,214083
400,1538,808,210406
400,1548,808,211864
400,1612,808,215357
400,1616,808,215490
400,1531,808,210582
400,1597,808,215255
400,1569,808,212798
400,1570,808,212598
400,1592,808,214580
400,1498,808,208239
400,1536,808,210868
400,1566,808,212589
400,1553,808,211918
400,1514,808,209363
400,1496,808,208722
400,1571,808,212969
400,1551,808,211984
400,1546,808,211981
400,1522,808,210507
400,1563,808,212975
400,1551,808,211713
400,1528,808,210585
400,1578,808,213758
400,1548,808,211042
400,1529,808,210300
400,1559,808,212442
400,1609,808,215303
400,1585,808,213838
400,1500,808,209081
400,1542,808,210975
400,1567,808,212627
400,1542,808,211080
400,1538,808,210392
400,1594,808,213923
400,1635,808,216210
400,1562,808,213036
400,1610,808,215663
400,1571,808,212965
400,1543,808,211691
400,1524,808,210529
400,1568,808,212763
400,1578,808,212999
400,1568,808,212591
400,1560,808,212023
400,1557,808,212160
400,1559,808,212760
400,1532,808,210952
400,1622,808,215864
400,1597,808,214888
400,1565,808,212247
400,1578,808,213891
400,1558,808,212254
400,1571,808,212629
400,1600,808,215229
400,1500,808,208672
400,1557,808,212406
400,1585,808,213557
400,1610,808,214968
400,1583,808,214005
400,1566,808,213075
400,1556,808,211998
400,1500,808,208531
400,1548,808,211344
400,1548,808,211870
400,1565,808,212176
400,1608,808,215841
400,1602,808,214521
400,1527,808,209975
400,1538,808,210993
400,1529,808,210684
400,1538,808,210819
400,1533,808,211078
400,1566,808,213119
400,1579,808,213238
400,1563,808,213003
400,1534,808,210746
400,1577,808,213786
400,1525,808,210497
400,1562,808,212167
400,1576,808,213439
400,1546,808,211475
400,1508,808,209101
400,1550,808,211782
400,1571,808,213478
400,1561,808,212342
400,1526,808,209805
400,1578,808,213557
400,1565,808,212637
400,1561,808,212470
400,1566,808,212323
400,1536,808,211382
400,1547,808,211517
400,1505,808,209092
400,1604,808,214886
400,1545,808,211655
400,1587,808,213352
400,1578,808,213238
400,1551,808,211481
400,1537,808,210487
400,1541,808,210899
400,1552,808,211360
400,1562,808,212656
400,1510,808,209640
400,1551,808,211532
400,1539,808,211123
400,1565,808,212587
400,1581,808,213775
400,1574,808,213134
400,1597,808,213938
400,1568,808,212195
400,1542,808,211345
400,1562,808,212325
400,1553,808,211447
400,1575,808,213397
400,1573,808,213190
400,1589,808,214738
400,1552,808,212053
400,1545,808,211182
400,1577,808,213823
400,1530,808,210337
400,1525,808,210197
500,1941,1008,314499
500,1906,1008,312781
500,1937,1008,314759
500,1947,1008,315105
500,1957,1008,315688
500,2006,1008,318662
500,1928,1008,314122
500,1953,1008,315102
500,1897,1008,312109
500,2001,1008,318277
500,1895,1008,312286
500,1966,1008,316317
500,1947,1008,315469
500,1956,1008,315336
500,1912,1008,313212
500,1866,1008,310671
500,1946,1008,314948
500,1972,1008,316917
500,1962,1008,316307
500,1934,1008,313778
500,1909,1008,313092
500,1924,1008,313905
500,1956,1008,316270
500,1916,1008,312806
500,1949,1008,315129
500,1988,1008,317870
500,1969,1008,316411
500,1981,1008,317875
500,1943,1008,314825
500,1946,1008,315187
500,1949,1008,315678
500,1955,1008,315380
500,1949,1008,315054
500,1971,1008,317286
500,1941,1008,315020
500,1895,1008,311794
500,1959,1008,315371
500,1947,1008,315172
500,1935,1008,314712
500,1932,1008,314588
500,1958,1008,315091
500,1946,1008,314529
500,1997,1008,318027
500,1969,1008,316450
500,1932,1008,314588
500,1943,1008,315448
500,1969,1008,316688
500,1949,1008,316225
500,1948,1008,315035
500,1916,1008,313290
500,1957,1008,315541
500,1953,1008,316489
500,1957,1008,316224
500,1933,1008,314671
500,1928,1008,313771
500,1957,1008,315304
500,1948,1008,315429
500,1948,1008,315345
500,1965,1008,316738
500,1991,1008,317533
500,1991,1008,317817
500,1971,1008,317743
500,2008,1008,318592
500,1987,1008,318251
500,1979,1008,317126
500,1949,1008,315859
500,1935,1008,314477
500,1932,1008,314510
500,1943,1008,314994
500,1929,1008,314367
500,1938,1008,314691
500,1895,1008,312069
500,1921,1008,313722
500,1975,1008,316900
500,2016,1008,319647
500,2003,1008,318299
500,1979,1008,317626
500,1940,1008,314892
500,1949,1008,315462
500,1971,1008,317370
500,1916,1008,313996
500,1982,1008,317196
500,1939,1008,313883
500,1998,1008,319217
500,1960,1008,317156
500,1956,1008,315597
500,2006,1008,319447
500,1900,1008,312597
500,1941,1008,314831
500,1960,1008,316067
500,1999,1008,318033
500,1950,1008,315674
500,1917,1008,313119
500,1932,1008,314672
500,1947,1008,314705
500,2016,1008,319961
500,1984,1008,318283
500,1945,1008,314993
500,1955,1008,316586
500,1965,1008,316392
500,1897,1008,312003
500,1921,1008,313571
500,1967,1008,316833
500,1947,1008,315553
500,1964,1008,315838
500,1978,1008,316878
500,1931,1008,314280
500,1969,1008,316870
500,1909,1008,312787
500,1965,1008,316160
500,1992,1008,318472
500,1977,1008,316988
500,1998,1008,317722
500,1973,1008,317437
500,1943,1008,315454
500,1905,1008,313204
500,1937,1008,314492
500,1981,1008,316808
500,1979,1008,317360
500,1971,1008,316730
500,1925,1008,315117
500,1945,1008,315335
500,1932,1008,313749
500,1927,1008,313623
500,1915,1008,312988
500,1933,1008,314610
500,1957,1008,316142
500,1930,1008,313260
500,1981,1008,318039
500,1965,1008,315913
500,1948,1008,315403
500,1936,1008,314164
500,1934,1008,314944
500,1965,1008,315858
500,1964,1008,316532
500,1967,1008,315768
500,1984,1008,317110
500,1935,1008,315577
500,1968,1008,316330
500,1971,1008,316108
500,1953,1008,315463
500,2018,1008,318972
500,1915,1008,313706
500,1936,1008,314027
500,1985,1008,318237
500,1930,1008,314340
500,1909,1008,312706
500,1969,1008,316979
500,1959,1008,316178
500,1941,1008,314855
500,1984,1008,317471
500,1952,1008,315526
500,1965,1008,316060
500,1958,1008,315850
500,1985,1008,317534
500,1885,1008,311612
500,1934,1008,314277
500,1976,1008,317003
500,1954,1008,315548
