1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
14,14
15,15
16,16
17,17
18,18
19,19
20,20
21,21
22,22
23,23
24,24
25,25
26,26
27,27
28,28
29,29
30,30
31,31
32,32
33,33
34,34
35,35
36,36
37,37
38,38
39,39
40,40
41,41
42,42
43,43
44,44
45,45
46,46
47,47
48,48
49,49
50,50
51,51
52,52
53,53
54,54
55,55
56,56
57,57
58,58
59,59
60,60
61,61
62,62
63,63
64,64
65,65
66,66
67,67
68,68
69,69
70,70
71,71
72,72
73,73
74,74
75,75
76,76
77,77
78,78
79,79
80,80
81,81
82,82
83,83
84,84
85,85
86,86
87,87
88,88
89,89
90,90
91,91
92,92
93,93
94,94
95,95
96,96
97,97
98,98
99,99
100,100
101,101
102,102
103,103
104,104
105,105
106,106
107,107
108,108
109,109
110,110
111,111
112,112
113,113
114,114
115,115
116,116
117,117
118,118
119,119
120,120
121,121
122,122
123,123
124,124
125,125
126,126
127,127
128,128
129,129
130,130
131,131
132,132
133,133
134,134
135,135
136,136
137,137
138,138
139,139
140,140
141,141
142,142
143,143
144,144
145,145
146,146
147,147
148,148
149,149
150,151.01183688767566
151,151.18214044536685
152,151.32663274722512
153,151.633214928845
154,151.82777136158725
155,152.00160643537728
156,152.35972008088714
157,153.19873673926068
158,156.29072499789697
159,157.35797959960016
160,157.46759705846046
161,159.6012700535571
162,160.31540308229594
163,160.53109414134718
164,162.27467600290973
165,163.99141141077985
166,165.51234845995026
167,167.38660823583518
168,168.68509875036506
169,169.09399134435552
170,170.13739194761618
171,170.13739194761618
172,173.90309188070017
173,174.16123239566568
174,174.24952757882335
175,175.37656656444338
176,175.78773423665606
177,176.86260426697504
178,176.86260426697504
179,177.18429864108845
180,177.9447874102939
181,177.9939789705677
182,178.25860124915408
183,179.11855128299314
184,179.11855128299314
185,179.3930777471473
186,179.89117113055883
187,183.78670097679148
188,189.36877951651397
189,192.37404269559005
190,193.0087256499278
191,194.65125926096533
192,198.33728373060816
193,198.33728373060816
194,198.33728373060816
195,198.52916949004305
196,201.06051540651012
197,201.06051540651012
198,201.21799754041243
199,201.21799754041243
200,202.33685447817135
201,202.91516591153737
202,202.91516591153737
203,204.02162051826812
204,205.54004174557673
205,206.9434271204797
206,206.98682327763458
207,207.1425752839047
208,207.1425752839047
209,208.16824463091908
210,209.23709441160312
211,209.41343637447667
212,210.38942318715507
213,210.38942318715507
214,211.18501403998866
215,211.37767540691524
216,211.61495213069804
217,211.61495213069804
218,213.87483360570522
219,214.64250327430872
220,214.64250327430872
221,217.6431574538536
222,217.6431574538536
223,217.70117187026136
224,217.70117187026136
225,217.70117187026136
226,217.70117187026136
227,219.05069771250183
228,220.93060190064026
229,220.93060190064026
230,222.37604694906653
231,223.55225304512294
232,223.77613268660508
233,223.77613268660508
234,225.14464160886988
235,226.40106585245368
236,226.40106585245368
237,229.42849492779376
238,229.42849492779376
239,229.42849492779376
240,229.74844662574984
241,229.90842188347395
242,229.99521978538218
243,231.36061132959523
244,231.48928576981578
245,231.48928576981578
246,231.48928576981578
247,231.806440802526
248,232.91950135222018
249,233.3813745907445
250,233.66229361177426
251,233.66229361177426
252,235.35631401143797
253,235.35631401143797
254,239.24249722806678
255,239.24249722806678
256,241.09869936284946
257,241.7329511975497
258,242.1064332237244
259,242.1064332237244
260,242.18328964234382
261,246.52961696869866
262,246.52961696869866
263,246.78470364168393
264,249.9134294979945
265,256.3883054298946
266,256.3883054298946
267,256.3883054298946
268,256.3883054298946
269,256.9019276406658
270,257.6578884187276
271,262.84691158913085
272,265.03160165427073
273,266.9774583852938
274,266.9774583852938
275,269.9755302284345
276,270.97369103158996
277,271.20507984045764
278,271.55682892894737
279,271.55682892894737
280,271.55682892894737
281,271.55682892894737
282,275.8008434144525
283,275.8008434144525
284,277.20889012212774
285,277.87271611511693
286,277.87271611511693
287,277.87271611511693
288,279.9805962177355
289,279.9805962177355
290,279.9805962177355
291,280.5808647302887
292,280.5808647302887
293,280.5808647302887
294,281.01288141341126
295,281.01288141341126
296,282.42778210046777
297,283.1985999280952
298,284.10903614598567
299,284.10903614598567
300,285.5715933240888
301,285.5715933240888
302,285.5715933240888
303,287.6839508821766
304,291.3535828020427
305,291.3535828020427
306,296.97996794564955
307,297.3068744719815
308,297.3068744719815
309,297.6196209353731
310,297.6196209353731
311,301.7290204049254
312,301.9851409800106
313,302.1748911252437
314,302.6812781404863
315,302.93478624371267
316,305.53514478806323
