N,static_points,cycles,records
9400,1,5,6
9400,0,11,8
9400,0,6,11
9400,1,6,12
9400,0,8,8
9400,0,4,10
9400,2,12,12
9400,1,13,7
9400,3,9,7
9400,0,11,13
9400,1,11,10
9400,2,10,10
9400,0,11,11
9400,0,8,11
9400,1,12,7
9400,1,7,9
9400,1,14,18
9400,1,10,6
9400,1,8,15
9400,1,9,8
9400,1,6,15
9400,1,8,8
9400,2,14,11
9400,0,9,9
9400,0,14,10
9400,0,11,7
9400,1,9,12
9400,2,4,8
9400,2,13,13
9400,1,9,9
9400,2,15,16
9400,1,10,5
9400,1,9,13
9400,0,9,11
9400,0,10,8
9400,0,10,8
9400,1,9,6
9400,0,6,7
9400,0,8,12
9400,1,7,9
9400,1,11,8
9400,3,10,12
9400,0,9,15
9400,0,7,15
9400,2,7,12
9400,1,5,7
9400,0,8,7
9400,1,6,4
9400,2,11,6
9400,0,7,8
9400,1,13,12
9400,2,12,11
9400,0,6,7
9400,2,10,9
9400,1,8,9
9400,5,12,6
9400,3,13,5
9400,2,9,9
9400,0,8,11
9400,3,11,14
9400,1,8,8
9400,0,15,10
9400,0,9,11
9400,0,7,8
9400,1,11,7
9400,0,9,7
9400,0,7,7
9400,0,11,12
9400,1,7,8
9400,1,13,14
9400,1,5,5
9400,2,12,6
9400,2,12,11
9400,0,11,8
9400,2,10,13
9400,0,9,12
9400,3,14,12
9400,2,11,12
9400,1,8,9
9400,0,7,8
9400,2,17,8
9400,1,10,18
9400,1,15,14
9400,1,14,14
9400,2,9,11
9400,1,12,5
9400,1,14,6
9400,1,12,11
9400,1,9,14
9400,0,3,13
9400,0,9,11
9400,4,19,8
9400,0,7,14
9400,2,11,10
9400,0,8,8
9400,2,9,14
9400,2,17,10
9400,1,11,16
9400,2,8,5
9400,2,15,5
9400,0,8,13
9400,2,13,11
9400,0,4,12
9400,1,9,10
9400,0,11,16
9400,1,11,9
9400,1,9,7
9400,0,10,6
9400,0,7,8
9400,0,12,8
9400,0,10,11
9400,0,10,6
9400,3,9,13
9400,0,7,6
9400,0,11,8
9400,1,11,9
9400,1,16,12
9400,1,10,9
9400,1,10,6
9400,1,7,10
9400,1,8,10
9400,1,11,12
9400,2,15,9
9400,2,12,9
9400,0,11,8
9400,1,7,8
9400,0,6,10
9400,1,8,8
9400,3,14,9
9400,0,11,7
9400,1,10,12
9400,1,16,13
9500,0,5,12
9500,3,17,15
9500,0,5,10
9500,1,11,6
9500,3,11,12
9500,2,10,6
9500,1,11,8
9500,2,10,5
9500,1,12,12
9500,2,12,10
9500,2,13,10
9500,2,13,9
9500,1,8,11
9500,1,10,6
9500,1,8,11
9500,2,6,10
9500,1,10,11
9500,0,9,8
9500,0,10,13
9500,1,9,5
9500,0,5,11
9500,0,8,11
9500,2,14,6
9500,1,9,12
9500,1,9,14
9500,1,11,15
9500,2,15,12
9500,1,8,5
9500,1,10,9
9500,0,9,7
9500,0,11,12
9500,0,9,12
9500,1,12,12
9500,1,15,9
9500,2,13,8
9500,2,13,10
9500,0,6,11
9500,0,8,11
9500,0,8,11
9500,3,12,16
9500,0,10,11
9500,1,7,15
9500,1,13,9
9500,0,8,13
9500,2,12,10
9500,0,8,4
9500,0,8,5
9500,0,10,7
9500,2,12,10
9500,1,9,6
9500,1,5,9
9500,1,12,9
9500,1,12,8
9500,0,7,7
9500,0,14,7
9500,3,18,10
9500,2,12,5
9500,1,10,9
9500,0,3,10
9500,1,11,16
9500,1,9,11
9500,2,12,14
9500,1,14,8
9500,0,8,11
9500,0,9,7
9500,3,13,9
9500,1,7,13
9500,0,8,11
9500,0,8,8
9500,0,6,13
9500,2,6,7
9500,0,4,12
9500,0,5,7
9500,0,15,9
9500,0,9,7
9500,0,6,12
9500,1,10,9
9500,0,5,11
9500,0,5,7
9500,1,12,13
9500,2,13,11
9500,1,12,9
9500,1,11,7
9500,2,11,11
9500,0,9,9
9500,1,12,6
9500,0,9,10
9500,0,9,10
9500,2,8,8
9500,1,10,10
9500,2,10,13
9500,0,9,9
9500,1,9,11
9500,3,10,11
9500,2,10,11
9500,0,10,14
9500,0,8,11
9500,2,8,8
9500,1,9,7
9500,2,14,8
9500,1,6,7
9500,2,15,9
9500,0,9,10
9500,3,11,9
9500,2,7,9
9500,0,7,11
9500,1,11,10
9500,1,8,15
9500,1,11,9
9500,3,11,8
9500,0,5,15
9500,1,3,9
9500,2,4,8
9500,2,12,7
9500,3,13,11
9500,2,10,9
9500,0,8,15
9500,2,8,7
9500,1,13,13
9500,0,8,13
9500,2,11,10
9500,1,12,3
9500,1,8,7
9500,2,9,9
9500,1,13,12
9500,0,9,11
9500,3,11,13
9500,0,9,14
9500,1,7,9
9500,2,10,13
9500,0,10,5
9500,3,11,12
9500,1,10,7
9500,1,8,10
9500,1,7,11
9500,3,12,11
9500,1,13,6
9500,2,10,11
9500,2,14,12
9500,2,12,11
9500,2,7,14
9500,0,9,13
9500,0,7,14
9500,0,12,14
9500,1,7,12
9500,1,12,9
9500,0,9,10
9500,1,7,7
9500,1,7,6
9500,1,12,9
9500,1,7,19
9500,0,9,6
9500,0,11,11
9500,4,11,7
9500,0,8,6
9500,0,8,12
9500,2,12,13
9500,2,10,9
9500,0,6,16
9500,1,4,10
9500,0,4,10
9500,2,14,9
9500,1,11,9
9500,3,15,12
9500,1,14,9
9500,0,16,8
9500,0,8,11
9500,1,8,7
9500,1,9,8
9500,1,11,10
9500,1,11,16
9500,0,9,8
9500,2,10,9
9500,0,10,9
9500,0,12,11
9500,2,8,10
9500,1,10,5
9500,0,8,8
9500,1,11,8
9500,3,14,7
9500,0,8,9
9500,0,9,13
9500,1,10,7
9500,1,6,6
9500,2,10,8
9500,1,11,11
9500,1,6,14
9500,3,10,9
9500,1,13,8
9500,2,9,12
9500,0,4,12
9500,2,9,15
9500,0,7,6
9500,0,8,9
9500,0,10,8
9500,1,8,10
9500,0,9,8
9500,1,9,9
9500,0,9,9
9500,2,16,10
9500,1,9,13
9500,0,10,14
9500,1,9,17
9500,1,10,7
9500,0,6,13
9500,3,13,11
9500,1,7,6
9500,1,12,9
9500,0,10,11
9500,0,9,6
9500,1,11,8
9500,1,9,14
9500,1,11,4
9500,3,12,12
9500,1,12,13
9500,3,12,18
9500,0,8,14
9500,0,6,9
9500,0,8,7
9500,0,11,3
9500,4,13,8
9500,2,8,9
9500,2,12,12
9500,0,6,12
9500,2,9,6
9500,0,14,7
9500,1,6,12
9500,1,9,9
9500,2,11,7
9500,0,8,12
9500,1,9,7
9500,0,6,15
9500,1,8,13
9500,1,9,5
9500,1,10,13
9500,2,7,7
9500,0,10,4
9500,0,13,12
9500,2,9,17
9500,0,7,10
9500,0,10,9
9500,2,12,6
9500,0,13,4
9500,0,7,8
9500,2,8,11
9500,2,16,8
9500,1,12,8
9500,0,10,11
9500,0,11,6
9500,0,6,9
9500,0,10,6
9500,2,6,10
9500,1,14,12
9500,0,10,13
9500,0,6,9
9500,1,13,13
9500,3,12,10
9500,0,9,5
9500,2,10,12
9500,0,7,8
9500,1,11,9
9500,1,8,9
9500,0,11,10
9500,0,10,8
9500,0,8,15
9500,1,12,6
9500,3,8,10
9500,2,7,8
9500,0,8,10
9500,0,12,13
9500,2,14,10
9500,1,12,14
9500,3,12,11
9500,0,5,8
9500,1,8,8
9500,0,9,10
9500,2,13,13
9500,2,8,5
9500,1,10,10
9500,0,6,8
9500,4,14,13
9500,4,10,8
9500,1,13,7
9500,4,14,12
9500,1,9,8
9500,0,3,9
9500,1,13,10
9500,0,6,15
9500,4,10,7
9500,1,10,11
9500,1,11,11
9500,0,9,8
9500,2,14,11
9500,1,10,10
9500,1,7,8
9500,1,7,11
9500,3,12,10
9500,2,5,9
9500,0,6,10
9500,1,9,9
9500,1,9,11
9500,0,5,8
9500,0,3,13
9500,1,8,10
9500,0,8,5
9500,0,15,8
9500,1,10,12
9500,3,14,8
9500,0,11,11
9500,2,9,10
9500,0,15,13
9500,1,6,8
9500,1,13,8
9500,1,8,12
9500,2,12,14
9500,1,7,5
9500,1,12,8
9500,0,8,7
9500,0,14,8
9500,1,10,12
9500,0,10,7
9500,1,11,7
9500,0,12,16
9500,1,8,9
9500,1,7,13
9500,1,8,8
9500,0,6,12
9500,0,6,8
9500,3,12,6
9500,1,10,8
9500,2,6,10
9500,1,11,6
9500,2,10,10
9500,3,12,13
9500,1,14,8
9500,2,13,7
9500,2,12,12
9500,2,11,11
9500,1,10,12
9500,0,11,8
9500,0,4,7
9500,1,8,9
9500,0,9,10
9500,3,18,7
9500,2,9,7
9500,0,8,11
9500,1,9,10
9500,1,13,12
9500,1,8,16
9500,1,13,9
9500,0,8,8
9500,0,9,8
9500,0,7,13
9500,1,12,12
9500,2,7,12
9500,0,5,14
9500,0,8,14
9500,0,10,6
9500,0,7,12
9500,0,11,11
9500,1,9,6
9500,0,8,8
9500,0,12,5
9500,0,8,8
9500,0,11,10
9500,1,13,13
9500,0,8,11
9500,1,7,11
9500,2,9,9
9500,1,14,11
9500,0,10,10
9500,3,11,7
9500,1,12,12
9500,3,14,15
9500,1,7,5
9500,0,10,9
9500,1,8,13
9500,0,9,9
9500,1,8,8
9500,0,7,13
9500,1,5,9
9500,1,10,12
9500,1,14,9
9500,0,13,8
9500,0,10,15
9500,2,10,8
9500,0,7,11
9500,0,8,5
9500,1,9,14
9500,1,6,9
9500,1,10,9
9500,0,14,14
9500,3,8,8
9500,2,13,11
9500,2,17,5
9500,1,11,13
9500,0,10,9
9500,1,9,9
9500,0,6,4
9500,2,11,6
9500,2,11,7
9500,1,8,7
9500,1,13,8
9500,1,7,15
9500,0,11,13
9500,2,9,17
9500,1,13,9
9500,1,8,6
9500,0,6,8
9500,0,9,4
9500,1,14,13
9500,2,11,5
9500,1,13,11
9500,0,5,14
9500,2,8,12
9500,0,10,13
9500,0,7,7
9500,1,10,6
9500,0,14,14
9500,2,13,9
9500,2,14,8
9500,0,6,10
9500,1,13,13
9500,6,14,5
9500,1,13,8
9500,0,7,11
9500,3,14,10
9500,1,8,12
9500,1,6,9
9500,2,7,9
9500,4,18,12
9500,0,12,7
9500,1,8,13
9500,0,9,12
9500,0,6,11
9500,0,9,12
9500,2,7,8
9500,1,9,10
9500,0,12,8
9500,1,8,14
9500,2,18,5
9500,0,6,8
9500,2,11,12
9500,2,14,18
9500,0,10,14
9500,0,9,8
9500,2,12,8
9500,0,10,10
9500,0,6,9
9500,0,6,9
9500,0,10,12
9500,2,11,14
9500,0,11,9
9500,4,9,8
9500,1,9,12
9500,2,13,12
9500,2,13,14
9500,0,5,7
9500,0,10,8
9500,0,6,8
9500,0,9,7
9500,0,8,10
9500,1,11,14
9500,0,7,12
9500,1,10,10
9500,1,8,12
9500,2,7,9
9500,0,11,7
9500,2,13,5
9500,0,5,9
9500,0,6,11
9500,0,10,9
9500,0,8,8
9500,1,10,9
9500,1,8,10
9500,1,10,10
9500,0,7,10
9500,1,13,13
9500,1,12,11
9500,0,12,6
9500,2,10,11
9500,1,8,7
9500,0,8,10
9500,2,14,9
9500,3,10,6
9500,2,14,4
9500,0,4,13
9500,2,9,10
9500,1,7,9
9500,1,11,8
9500,0,10,7
9500,0,11,9
9500,0,9,8
9500,1,4,12
9500,1,8,12
9500,1,9,8
9500,1,15,6
9500,2,16,10
9500,1,7,10
9500,1,9,14
9500,1,10,11
9500,0,4,11
9500,2,13,12
9500,1,6,7
9500,3,11,11
9500,0,10,12
9500,0,7,16
9500,1,8,12
9500,4,8,11
9500,0,8,7
9500,1,14,8
9500,0,7,13
9500,0,9,7
9500,1,10,11
9500,2,14,12
9500,1,9,10
9500,0,10,7
9500,1,8,7
9500,0,11,9
9500,3,11,12
9500,0,10,5
9500,0,11,10
9500,0,8,10
9500,0,9,6
9500,0,7,12
9500,3,11,16
9500,1,5,13
9500,1,9,11
9500,0,13,12
9500,1,8,7
9500,1,9,8
9500,0,4,13
9500,0,8,13
9500,0,10,8
9500,0,6,9
9500,0,11,6
9500,0,10,6
9500,1,8,10
9500,0,6,7
9500,0,6,9
9500,0,8,10
9500,0,8,12
9500,1,11,11
9500,2,8,12
9500,0,9,8
9500,0,9,15
9500,3,11,7
9500,0,8,16
9500,2,9,15
9500,0,7,9
9500,0,11,11
9500,0,11,11
9500,0,9,4
9500,0,8,7
9500,0,8,10
9500,0,5,8
9500,0,9,8
9500,0,12,11
9500,5,12,7
9500,2,8,6
9500,1,14,11
9500,2,7,12
9500,0,10,14
9500,3,10,8
9500,2,8,11
9500,1,5,8
9500,1,9,11
9500,2,9,6
9500,0,14,6
9500,2,11,9
9500,2,9,11
9500,1,7,10
9500,3,17,10
9500,0,10,11
9500,2,7,8
9500,1,10,5
9500,1,8,10
9500,1,9,11
9500,0,8,11
9500,1,8,7
9500,1,12,6
9500,0,6,8
9500,3,11,10
9500,0,7,9
9500,1,10,12
9500,1,8,11
9500,3,10,8
9500,0,8,6
9500,0,9,11
9500,1,12,10
9500,0,11,8
9500,1,7,8
9500,1,12,5
9500,3,11,10
9500,0,8,12
9500,1,10,7
9500,1,10,5
9500,0,12,8
9500,1,11,8
9500,0,14,6
9500,2,9,15
9500,2,14,13
9500,1,9,9
9500,0,8,9
9500,0,7,6
9500,0,8,12
9500,2,8,11
9500,1,11,8
9500,1,11,13
9500,1,5,13
9500,2,12,10
9500,0,6,15
9500,1,14,10
9500,3,12,8
9500,0,8,10
9500,0,8,9
9500,0,9,6
9500,1,10,11
9500,1,13,9
9500,0,6,11
9500,1,11,13
9500,3,9,8
9500,0,8,10
9500,2,13,11
9500,0,8,5
9500,2,11,10
9500,0,12,9
9500,2,10,15
9500,0,9,9
9500,2,10,8
9500,3,13,10
9500,0,8,9
9500,0,9,8
9500,2,9,10
9500,0,8,10
9500,0,12,9
9500,1,6,10
9500,1,14,9
9500,2,15,9
9500,1,14,14
9500,2,12,6
9500,0,8,8
9500,1,8,10
9500,0,8,9
9500,1,8,8
9500,2,11,10
9500,1,7,8
9500,0,15,11
9500,2,10,9
9500,0,6,6
9500,0,8,13
9500,1,15,13
9500,0,8,9
9500,1,7,10
9500,0,6,9
9500,1,7,11
9500,0,11,9
9500,0,8,9
9500,0,14,10
9500,0,3,11
9500,1,6,12
9500,2,11,12
9500,1,11,9
9500,2,8,7
9500,1,11,12
9500,0,8,13
9500,2,10,6
9500,1,9,8
9500,2,10,15
9500,4,9,16
9500,0,7,10
9500,3,15,11
9500,0,10,7
9500,0,9,5
9500,0,4,10
9500,0,9,9
9500,2,10,8
9500,2,10,10
9500,1,6,11
9500,0,9,7
9500,1,8,7
9500,1,13,9
9500,1,10,13
9500,1,9,12
9500,2,10,6
9500,0,10,8
9500,3,12,12
9500,0,10,8
9500,2,12,14
9500,1,8,10
9500,1,6,8
9500,1,12,8
9500,0,8,3
9500,2,15,11
9500,0,9,6
9500,1,9,10
9500,1,8,12
9500,1,9,7
9500,3,13,8
9500,1,8,10
9500,0,5,14
9500,0,6,14
9500,1,10,14
9500,1,10,8
9500,1,8,7
9500,2,13,7
9500,0,8,10
9500,4,12,11
9500,2,11,9
9500,1,9,14
9500,1,7,9
9500,0,9,8
9500,0,8,7
9500,1,12,5
9500,1,9,13
9500,2,11,5
9500,1,8,7
9500,1,13,10
9500,0,6,9
9500,2,11,7
9500,1,13,8
9500,0,14,9
9500,0,8,12
9500,0,10,8
9500,0,9,7
9500,1,11,12
9500,1,8,8
9500,0,11,13
9500,0,6,12
9500,1,8,7
9500,1,8,8
9500,2,12,12
9500,1,8,15
9500,0,9,9
9500,0,9,13
9500,1,13,12
9500,0,12,8
9500,3,14,10
9500,0,11,12
9500,1,9,9
9500,0,11,9
9500,0,9,5
9500,0,14,5
9500,0,11,9
9500,2,11,10
9500,2,6,11
9500,2,13,9
9500,2,12,11
9500,0,8,10
9500,2,7,10
9500,1,6,8
9500,0,8,9
9500,2,10,7
9500,2,9,9
9500,1,9,14
9500,2,10,9
9500,1,12,4
9500,0,4,10
9500,1,11,14
9500,0,12,10
9500,1,8,14
9500,0,9,10
9500,1,9,9
9500,1,12,9
9500,3,16,14
9500,2,14,11
9500,2,12,14
9500,1,7,6
9500,1,11,9
9500,1,9,8
9500,0,9,11
9500,0,6,5
9500,1,11,11
9500,0,15,13
9500,1,11,6
9500,1,9,3
9500,1,11,6
9500,0,11,5
9500,0,7,7
9500,3,9,9
9500,1,3,9
9500,2,10,12
9500,0,6,10
9500,4,12,13
9500,1,11,9
9500,4,12,8
9500,1,7,7
9500,0,5,12
9500,0,6,11
9500,1,10,7
9500,1,10,10
9500,1,10,13
9500,1,10,10
9500,3,13,10
9500,1,4,8
9500,2,11,13
9500,1,14,7
9500,2,11,14
9500,1,11,10
9500,1,10,9
9500,2,12,8
9500,1,12,10
9500,2,8,11
9500,1,16,16
9500,0,9,10
9500,0,8,9
9500,1,7,15
9500,0,6,10
9500,1,10,9
9500,1,10,11
9500,4,11,6
9500,0,10,9
9500,3,12,7
9500,2,12,7
9500,1,8,11
9500,1,11,8
9500,1,11,13
9500,1,14,9
9500,2,10,13
9500,2,15,7
9500,1,11,14
9500,2,10,7
9500,0,9,7
9500,1,7,10
9500,0,11,16
9500,2,11,6
9500,1,9,6
9500,3,14,5
9500,0,7,8
9500,0,10,12
9500,0,11,10
9500,2,9,13
9500,0,6,10
9500,1,13,14
9500,1,9,9
9500,0,10,10
9500,3,10,12
9500,0,11,14
9500,0,5,8
9500,1,12,10
9500,0,7,16
9500,1,11,15
9500,1,9,12
9500,1,8,9
9500,3,11,11
9500,0,11,13
9500,1,3,15
9500,0,10,15
9500,2,8,8
9500,0,10,6
9500,1,9,13
9500,0,5,12
9500,0,15,9
9500,1,14,6
9500,0,4,9
9500,2,10,7
9500,2,15,6
9500,2,6,10
9500,0,7,10
9500,0,7,7
9500,0,11,11
9500,1,7,9
9500,1,14,7
9500,1,5,12
9500,0,7,12
9500,1,8,10
9500,0,4,13
9500,1,8,7
9500,4,15,5
9500,0,13,7
9500,2,19,9
9500,2,13,12
9500,0,11,7
9500,2,13,5
9500,5,13,12
9500,1,9,7
9500,0,10,12
9500,2,16,7
9500,0,7,9
9500,0,9,8
9500,0,7,9
9500,1,13,6
9500,1,12,9
9500,1,10,14
9500,0,10,7
9500,1,10,13
9500,1,10,7
9500,0,10,6
9500,3,7,9
9500,2,14,10
9500,0,8,8
9500,1,11,17
9500,0,9,6
9500,0,11,6
9500,0,12,10
9500,1,12,8
9500,2,9,13
9500,2,12,8
9500,1,14,9
9500,3,14,8
9500,2,12,10
9500,1,9,13
9500,0,13,9
9500,2,11,9
9500,3,9,10
9500,2,9,11
9500,1,6,12
9500,0,16,13
9500,2,12,6
9500,1,17,7
9500,0,8,7
9500,0,9,10
9500,1,6,10
9500,0,12,10
9500,0,12,8
9500,0,9,11
9500,2,10,13
9500,1,10,5
9500,2,15,9
9500,2,9,5
9500,3,15,10
9500,1,8,10
9500,1,7,9
9500,0,14,9
9500,3,12,11
9500,1,7,7
9500,0,10,6
9500,0,5,9
9500,2,12,7
9500,1,8,8
9500,1,10,6
9500,0,5,10
9500,0,6,9
9500,0,6,11
9500,2,8,4
9500,2,11,13
9500,3,10,12
9500,0,8,18
9500,0,9,12
9500,0,9,12
9500,1,10,13
9500,0,7,3
9500,1,12,6
9500,0,8,11
9500,2,9,8
9500,2,16,7
9500,1,7,8
9500,1,8,9
9500,1,11,4
9500,1,11,19
9500,0,11,11
9500,0,6,9
9500,2,8,10
9500,0,6,12
9500,0,6,13
9500,1,10,8
9500,1,7,11
9500,1,6,12
9500,1,8,11
9500,2,11,8
9500,0,10,8
9500,0,10,10
9500,0,13,12
9500,2,15,9
9500,1,13,7
9500,3,9,12
9500,0,13,6
9500,1,7,9
9500,1,17,11
9500,1,5,6
9500,2,9,9
9500,3,12,11
9500,4,12,7
9500,0,6,6
9500,0,5,12
9500,3,14,5
9500,0,7,11
9500,0,11,11
9500,0,6,10
9500,0,7,7
9500,0,8,10
9500,1,12,8
9500,0,9,9
9500,2,11,13
9500,2,14,11
9500,0,10,10
9500,1,14,18
9500,1,12,9
9500,0,10,10
9500,0,10,10
9500,1,10,6
9500,0,7,7
9500,0,9,13
9500,2,14,12
9500,1,8,10
9500,1,5,7
9500,1,7,11
9500,1,9,10
9500,0,15,12
9500,1,9,7
9600,4,12,8
9600,0,13,17
9600,0,6,7
9600,0,7,8
9600,0,7,13
9600,2,11,7
9600,1,5,7
9600,2,10,8
9600,2,9,5
9600,1,7,10
9600,0,6,12
9600,1,8,12
9600,0,8,9
9600,2,15,12
9600,1,9,14
9600,1,10,7
9600,2,9,6
9600,1,7,12
9600,0,9,10
9600,1,11,10
9600,1,14,13
9600,1,5,11
9600,1,9,9
9600,3,10,5
9600,4,13,5
9600,1,8,14
9600,1,6,10
9600,0,9,8
9600,1,11,7
9600,1,9,10
9600,0,12,10
9600,1,8,7
9600,0,13,5
9600,1,9,10
9600,0,7,8
9600,2,13,6
9600,2,11,10
9600,0,11,12
9600,0,8,8
9600,1,11,10
9600,1,14,10
9600,0,9,8
9600,1,12,7
9600,1,12,13
9600,0,7,12
9600,3,8,11
9600,1,10,14
9600,0,7,7
9600,0,11,15
9600,1,18,8
9600,2,11,12
9600,1,7,10
9600,1,8,11
9600,1,16,18
9600,1,9,10
9600,0,14,11
9600,0,9,12
9600,0,15,9
9600,1,11,10
9600,0,12,18
9600,0,10,15
9600,1,7,8
9600,1,13,9
9600,0,12,6
9600,1,11,11
9600,3,10,9
9600,0,7,11
9600,0,11,9
9600,1,10,6
9600,1,15,6
9600,1,9,7
9600,1,11,3
9600,0,10,10
9600,1,10,10
9600,1,9,4
9600,1,9,11
9600,1,9,10
9600,0,9,12
9600,0,10,12
9600,1,10,6
9600,1,9,8
9600,1,11,6
9600,2,10,7
9600,1,7,12
9600,0,9,13
9600,2,4,5
9600,0,5,3
9600,3,9,16
9600,0,5,12
9600,0,6,7
9600,1,8,11
9600,1,12,11
9600,1,8,11
9600,1,8,13
9600,0,11,9
9600,0,10,12
9600,2,15,9
9600,1,11,10
9600,0,6,13
9600,2,11,5
9600,0,9,13
9600,0,13,5
9600,1,12,7
9600,2,7,10
9600,3,14,7
9600,3,9,7
9600,2,10,7
9600,0,14,13
9600,0,10,10
9600,1,12,6
9600,0,4,12
9600,1,12,7
9600,1,11,9
9600,1,9,10
9600,0,10,8
9600,3,14,5
9600,0,6,15
9600,0,8,8
9600,1,15,9
9600,0,10,7
9600,0,11,11
9600,1,12,9
9600,1,7,13
9600,3,12,9
9600,1,8,11
9600,0,12,12
9600,1,12,10
9600,1,9,8
9600,0,9,11
9600,1,11,14
9600,0,8,7
9600,0,6,11
9600,1,10,9
9600,0,10,10
9600,2,11,11
9600,0,7,11
9600,1,9,10
9600,4,12,11
9600,5,16,10
9600,0,11,12
9600,0,11,15
9600,2,14,9
9600,0,8,8
9600,1,9,18
9600,2,11,13
9600,1,10,10
9600,0,10,12
9600,1,9,7
9600,0,6,10
9600,3,12,8
9600,2,11,11
9600,1,11,10
9600,0,9,10
9600,0,6,9
9600,0,9,5
9600,1,12,11
9600,0,8,9
9600,2,7,8
9600,1,8,9
9600,1,11,10
9600,1,12,8
9600,1,7,11
9600,1,10,8
9600,0,10,7
9600,2,10,9
9600,0,8,15
9600,2,10,9
9600,0,15,6
9600,0,9,12
9600,0,11,10
9600,3,12,9
9600,3,11,7
9600,0,8,7
9600,1,9,4
9600,3,11,19
9600,1,9,10
9600,1,14,12
9600,1,12,7
9600,4,11,3
9600,2,12,7
9600,2,8,7
9600,1,9,12
9600,1,13,6
9600,0,12,8
9600,0,8,11
9600,1,7,5
9600,2,7,12
9600,1,5,14
9600,2,6,6
9600,0,14,11
9600,2,13,11
9600,1,11,14
9600,4,12,13
9600,1,10,4
9600,0,5,10
9600,3,11,13
9600,1,6,10
9600,0,12,17
9600,1,10,9
9600,1,8,6
9600,0,10,14
9600,0,8,13
9600,0,11,11
9600,0,7,11
9600,1,12,13
9600,0,6,11
9600,0,12,12
9600,1,17,10
9600,1,8,11
9600,2,9,13
9600,1,9,12
9600,0,10,9
9600,1,9,13
9600,0,10,13
9600,0,8,13
9600,2,12,9
9600,1,11,8
9600,0,15,8
9600,2,10,8
9600,1,8,9
9600,1,20,8
9600,1,9,10
9600,0,14,6
9600,0,4,8
9600,2,9,14
9600,3,15,6
9600,1,13,11
9600,1,11,7
9600,0,9,9
9600,2,7,7
9600,0,6,11
9600,0,8,8
9600,1,11,11
9600,2,12,9
9600,1,4,8
9600,0,4,8
9600,0,7,9
9600,1,16,10
9600,1,11,9
9600,1,11,18
9600,1,10,9
9600,1,14,13
9600,1,9,8
9600,0,13,12
9600,1,9,9
9600,1,9,6
9600,0,6,10
9600,2,6,7
9600,1,12,9
9600,3,10,9
9600,0,7,9
9600,1,13,11
9600,1,10,7
9600,0,12,9
9600,3,15,10
9600,0,10,5
9600,2,12,9
9600,1,7,7
9600,1,7,8
9600,3,18,7
9600,2,12,6
9600,1,11,11
9600,2,7,7
9600,1,8,8
9600,1,10,8
9600,3,10,7
9600,2,11,17
9600,0,12,7
9600,2,15,9
9600,0,7,7
9600,1,7,14
9600,4,12,13
9600,1,11,12
9600,1,8,8
9600,2,11,10
9600,1,12,11
9600,0,11,7
9600,3,15,13
9600,0,9,12
9600,2,16,8
9600,1,15,11
9600,1,8,13
9600,0,9,9
9600,3,22,7
9600,2,8,12
9600,2,13,9
9600,1,12,7
9600,1,9,8
9600,0,9,10
9600,0,11,12
9600,1,9,7
9600,1,10,7
9600,0,7,13
9600,1,10,12
9600,0,8,9
9600,2,6,5
9600,1,11,19
9600,0,6,7
9600,1,4,7
9600,2,17,11
9600,0,8,7
9600,3,10,10
9600,3,9,7
9600,1,11,8
9600,2,15,9
9600,0,12,10
9600,2,10,7
9600,2,8,4
9600,0,7,15
9600,2,8,13
9600,3,13,17
9600,1,13,11
9600,0,10,16
9600,3,16,11
9600,0,8,9
9600,2,8,10
9600,0,5,9
9600,1,5,9
9600,1,4,11
9600,2,16,6
9600,0,8,10
9600,0,10,10
9600,1,11,6
9600,1,10,17
9600,1,10,9
9600,1,11,11
9600,0,14,15
9600,0,10,8
9600,1,13,8
9600,2,5,6
9600,0,7,10
9600,2,10,9
9600,0,16,13
9600,1,6,15
9600,1,12,11
9600,1,6,13
9600,1,7,10
9600,1,4,9
9600,0,5,12
9600,0,10,10
9600,1,8,11
9600,3,11,11
9600,0,11,11
9600,0,9,13
9600,0,12,14
9600,1,10,9
9600,0,6,13
9600,1,9,11
9600,1,6,12
9600,1,7,16
9600,1,10,5
9600,2,10,10
9600,1,12,9
9600,1,9,9
9600,1,9,13
9600,2,14,5
9600,4,13,10
9600,0,10,11
9600,1,6,7
9600,1,9,12
9600,2,11,7
9600,2,9,12
9600,1,7,7
9600,2,13,9
9600,0,11,10
9600,4,12,14
9600,0,4,12
9600,1,12,9
9600,1,7,5
9600,0,9,13
9600,0,10,10
9600,0,7,12
9600,2,12,12
9600,1,11,12
9600,0,10,6
9600,0,10,10
9600,1,12,6
9600,1,7,7
9600,0,10,9
9600,1,13,13
9600,2,15,10
9600,0,10,5
9600,0,8,13
9600,0,9,5
9600,1,10,8
9600,1,9,9
9600,1,8,10
9600,1,9,12
9600,0,8,9
9600,1,11,13
9600,1,8,11
9600,0,9,11
9600,1,9,9
9600,1,11,9
9600,1,7,12
9600,0,9,6
9600,0,9,9
9600,0,11,8
9600,1,9,14
9600,0,12,13
9600,2,16,7
9600,3,8,7
9600,1,11,11
9600,4,11,17
9600,0,13,9
9600,1,12,8
9600,0,7,6
9600,1,8,11
9600,0,3,9
9600,0,9,4
9600,0,4,17
9600,0,8,16
9600,2,10,6
9600,2,13,5
9600,1,14,15
9600,1,8,9
9600,1,10,9
9600,2,14,6
9600,3,15,10
9600,2,16,10
9600,1,10,8
9600,3,8,7
